id_oferta,empresa,ciudad,país,cargo,lenguaje,framework,nivel_seniority,salario_anual_usd,modalidad,fecha_publicación,fecha_publicación_year,fecha_publicación_month,fecha_publicación_quarter,source
JOB-100667,Lambda Solutions,Cusco,Perú,ML Engineer,Scala,Vue,Junior,15186.0,Remoto,,,,,jobs
JOB-100668,CyberShield,Seattle,USA,Fullstack Developer,Python,Laravel,Mid,96624.0,Híbrido,,,,,jobs
JOB-100669,DevOpsLab,Rosario,Argentina,ML Engineer,Python,Laravel,Junior,14.336,Remoto,,,,,jobs
JOB-100670,SoftSmart,Miami,USA,DevOps Engineer,Swift,Angular,Mid,73.745,Híbrido,,,,,jobs
JOB-100671,QuantumWare,Buenos Aires,Argentina,BI Developer,Go,Django,Mid,16691.0,Remoto,,,,,jobs
JOB-100672,NeoTech,Cartagena,Colombia,Cybersecurity Analyst,Swift,Spark,Mid,12.384,Presencial,,,,,jobs
JOB-100673,CloudForge,Monterrey,México,Data Engineer,Kotlin,FastAPI,Junior,15071.0,Presencial,,,,,jobs
JOB-100674,SoftSmart,Cusco,Perú,Data Analyst,Python,Vue,Senior,25476.0,Híbrido,,,,,jobs
JOB-100675,BluePixel,Bucaramanga,Colombia,DevOps Engineer,C#,Django,Senior,16418.0,Híbrido,,,,,jobs
JOB-100676,DataNova,Barranquilla,Colombia,BI Developer,PHP,Node.js,Junior,7053.0,Presencial,,,,,jobs
JOB-100677,CloudForge,CDMX,México,MLOps Engineer,C#,Flask,Junior,14505.0,Híbrido,,,,,jobs
JOB-100678,IA Factory,Córdoba,Argentina,DevOps Engineer,Kotlin,Spring,Mid,16902.0,Presencial,,,,,jobs
JOB-100679,RocketSoft,Arequipa,Perú,Data Analyst,Java,React,Senior,25357.0,Presencial,,,,,jobs
JOB-100680,RocketSoft,Arequipa,Perú,DevOps Engineer,Scala,,Senior,26957.0,Híbrido,,,,,jobs
JOB-100681,IA Factory,???,España,Fullstack Developer,PHP,React,Senior,47807.0,Híbrido,,,,,jobs
JOB-100682,DevOpsLab,Bogotá,Colombia,Backend Developer,C#,Node.js,Mid,10.158,Remoto,,,,,jobs
JOB-100683,CloudForge,CDMX,México,BI Developer,Python,Vue,Mid,20682.0,Remoto,,,,,jobs
JOB-100684,SoftSmart,Valparaíso,Chile,Fullstack Developer,Scala,Laravel,Junior,21.055,Remoto,,,,,jobs
JOB-100685,BluePixel,Arequipa,Perú,Data Scientist,TypeScript,Flask,Junior,13024.0,Presencial,,,,,jobs
JOB-100686,DataNova,???,Chile,MLOps Engineer,TypeScript,FastAPI,Junior,10999.0,Presencial,,,,,jobs
JOB-100687,Atlas Systems,Austin,USA,Cybersecurity Analyst,Kotlin,Django,Mid,94299.0,Híbrido,,,,,jobs
JOB-100688,RocketSoft,Buenos Aires,Argentina,Data Analyst,Java,Angular,Junior,17509.0,Híbrido,,,,,jobs
JOB-100689,DataNova,Cusco,Perú,Data Engineer,Swift,.NET,Senior,29439.0,Remoto,,,,,jobs
JOB-100690,Lambda Solutions,Rosario,Argentina,Fullstack Developer,R,Django,Mid,17966.0,Remoto,,,,,jobs
JOB-100691,Lambda Solutions,Unknown,México,DevOps Engineer,C#,FastAPI,Senior,22769.0,Presencial,2024-05-03,2024.0,5.0,2.0,jobs
JOB-100692,QuantumWare,Miami,USA,Data Analyst,Java,Flask,Junior,70950.0,Presencial,,,,,jobs
JOB-100693,DevOpsLab,Valparaíso,Chile,BI Developer,Swift,React,Senior,39399.0,Híbrido,,,,,jobs
JOB-100694,IA Factory,cali,Colombia,Cloud Architect,Go,Vue,Mid,9885.0,Híbrido,,,,,jobs
JOB-100695,DevOpsLab,Barcelona,España,Data Analyst,Java,React,Senior,52299.0,Híbrido,,,,,jobs
JOB-100696,Vertex AI,Arequipa,Perú,DevOps Engineer,C#,FastAPI,Junior,,Remoto,,,,,jobs
JOB-100697,Lambda Solutions,Sevilla,España,ML Engineer,Python,Vue,Mid,39530.0,Remoto,,,,,jobs
JOB-100698,RocketSoft,santiago,Chile,ML Engineer,Java,Vue,Mid,19169.0,Presencial,,,,,jobs
JOB-100699,QuantumWare,Monterrey,México,Cybersecurity Analyst,Java,Spark,Junior,15.212,Remoto,,,,,jobs
JOB-100700,QuantumWare,Santiago,Chile,Frontend Developer,C#,Angular,Mid,23.137,Híbrido,,,,,jobs
JOB-100701,IA Factory,Barcelona,España,ML Engineer,JavaScript,Angular,Junior,29378.0,Híbrido,,,,,jobs
JOB-100702,IA Factory,Austin,USA,ML Engineer,R,Flask,Mid,102.491,Remoto,,,,,jobs
JOB-100703,CyberShield,Cali,Colombia,BI Developer,TypeScript,Laravel,Junior,11247.0,Híbrido,,,,,jobs
JOB-100704,QuantumWare,Cusco,Perú,BI Developer,R,Vue,Senior,18.785,Híbrido,,,,,jobs
JOB-100705,QuantumWare,CDMX,México,Cloud Architect,C#,.NET,Mid,20709.0,Híbrido,,,,,jobs
JOB-100706,GreenBit,Madrid,España,Data Engineer,Go,Spark,Mid,41.181,Presencial,,,,,jobs
JOB-100707,BluePixel,Bogotá,Colombia,Frontend Developer,Java,FastAPI,Mid,11469.0,Híbrido,,,,,jobs
JOB-100708,Lambda Solutions,Bucaramanga,Colombia,DevOps Engineer,TypeScript,Spring,Mid,14527.0,Híbrido,,,,,jobs
JOB-100709,Lambda Solutions,lima,Perú,Data Engineer,R,FastAPI,Senior,25913.0,Híbrido,,,,,jobs
JOB-100710,DevOpsLab,Santiago,Chile,BI Developer,Kotlin,Laravel,Senior,41790.0,Híbrido,,,,,jobs
JOB-100711,CloudForge,Sevilla,España,Data Engineer,Go,Node.js,Mid,34621.0,Remoto,,,,,jobs
JOB-100712,Atlas Systems,Puebla,México,ML Engineer,Kotlin,Vue,Junior,12527.0,Híbrido,,,,,jobs
JOB-100713,CyberShield,Buenos Aires,Argentina,Data Analyst,PHP,FastAPI,Junior,18939.0,Híbrido,2023-12-06,2023.0,12.0,4.0,jobs
JOB-100714,DevOpsLab,Rosario,Argentina,Data Scientist,JavaScript,React,Senior,37.089,Híbrido,,,,,jobs
JOB-100715,Atlas Systems,Unknown,USA,Data Engineer,C#,Vue,Senior,,Híbrido,,,,,jobs
JOB-100716,DevOpsLab,puebla,México,BI Developer,Swift,Laravel,Mid,20406.0,Presencial,,,,,jobs
JOB-100717,CodeWorks,Córdoba,Argentina,Fullstack Developer,Kotlin,Flask,Junior,14862.0,Presencial,,,,,jobs
JOB-100718,SoftSmart,Córdoba,Argentina,Cloud Architect,JavaScript,Flask,Mid,16024.0,Remoto,,,,,jobs
JOB-100719,QuantumWare,Bogotá,Colombia,Data Scientist,TypeScript,FastAPI,Junior,9274.0,Remoto,2022-03-08,2022.0,3.0,1.0,jobs
JOB-100720,Lambda Solutions,???,Chile,Data Analyst,Scala,Flask,Mid,30626.0,Remoto,,,,,jobs
JOB-100721,CyberShield,Cali,Colombia,Cloud Architect,TypeScript,FastAPI,Mid,8.651,Híbrido,,,,,jobs
JOB-100722,Atlas Systems,Austin,USA,BI Developer,Scala,Vue,Junior,70.353,Remoto,,,,,jobs
JOB-100723,SoftSmart,CDMX,México,Data Engineer,JavaScript,Django,Senior,17963.0,Remoto,,,,,jobs
JOB-100724,CyberShield,santiago,Chile,Data Analyst,PHP,React,Senior,35.568,Presencial,,,,,jobs
JOB-100725,NeoTech,Madrid,España,ML Engineer,Scala,Django,Junior,34386.0,Presencial,,,,,jobs
JOB-100726,CodeWorks,Buenos Aires,Argentina,BI Developer,C#,Flask,Senior,22780.0,Híbrido,,,,,jobs
JOB-100727,GreenBit,valparaíso,Chile,ML Engineer,Python,Laravel,Mid,23464.0,Remoto,,,,,jobs
JOB-100728,RocketSoft,Cali,Colombia,Cloud Architect,Scala,Flask,Mid,14386.0,Presencial,,,,,jobs
JOB-100729,RocketSoft,Monterrey,México,Backend Developer,PHP,Node.js,Mid,17761.0,Remoto,,,,,jobs
JOB-100730,DataNova,Valparaíso,Chile,Data Scientist,Scala,Angular,Mid,20352.0,Remoto,,,,,jobs
JOB-100731,CloudForge,Medellín,Colombia,MLOps Engineer,Kotlin,Laravel,Junior,7704.0,Híbrido,,,,,jobs
JOB-100732,GreenBit,New York,USA,Cloud Architect,Python,Vue,Mid,66291.0,Híbrido,,,,,jobs
JOB-100733,SoftSmart,Valparaíso,Chile,Data Analyst,TypeScript,Django,Senior,39.059,Remoto,,,,,jobs
JOB-100734,QuantumWare,Unknown,Chile,BI Developer,Java,Spark,Senior,31.082,Presencial,2022-06-02,2022.0,6.0,2.0,jobs
JOB-100735,CyberShield,CDMX,México,MLOps Engineer,Java,Vue,Junior,16.669,Híbrido,,,,,jobs
JOB-100736,Vertex AI,Cusco,Perú,Data Scientist,Java,Flask,Senior,28.477,Presencial,,,,,jobs
JOB-100737,Lambda Solutions,cusco,Perú,ML Engineer,Kotlin,Django,Senior,22705.0,Remoto,,,,,jobs
JOB-100738,RocketSoft,Barcelona,España,Data Analyst,PHP,Spring,Senior,48986.0,Híbrido,,,,,jobs
JOB-100739,Orion Cloud,BARCELONA,España,BI Developer,Go,.NET,Mid,42.438,Híbrido,,,,,jobs
JOB-100740,Atlas Systems,New York,USA,Cloud Architect,Python,Angular,Senior,,Remoto,,,,,jobs
JOB-100741,GreenBit,Santiago,Chile,Cloud Architect,Scala,React,Senior,,Remoto,,,,,jobs
JOB-100742,CyberShield,Puebla,México,BI Developer,Swift,FastAPI,Mid,13.552,Presencial,,,,,jobs
JOB-100743,CloudForge,Lima,Perú,MLOps Engineer,PHP,Spring,Mid,20423.0,Presencial,,,,,jobs
JOB-100744,NeoTech,Miami,USA,Frontend Developer,Python,.NET,Mid,82526.0,Presencial,,,,,jobs
JOB-100745,Orion Cloud,Barcelona,España,Data Analyst,Python,Node.js,Junior,20051.0,Presencial,,,,,jobs
JOB-100746,CodeWorks,Austin,USA,Fullstack Developer,Python,Laravel,Senior,120692.0,Remoto,,,,,jobs
JOB-100747,CyberShield,Lima,Perú,Cloud Architect,C#,Node.js,Mid,19139.0,Remoto,,,,,jobs
JOB-100748,GreenBit,Arequipa,Perú,Frontend Developer,TypeScript,Node.js,Senior,33127.0,Remoto,,,,,jobs
JOB-100749,SoftSmart,Medellín,Colombia,Data Engineer,PHP,Vue,Mid,11.328,Remoto,,,,,jobs
JOB-100750,Vertex AI,Rosario,Argentina,ML Engineer,PHP,React,Senior,22414.0,Híbrido,,,,,jobs
JOB-100751,SoftSmart,Bogotá,Colombia,Frontend Developer,Kotlin,Vue,Junior,12657.0,Presencial,,,,,jobs
JOB-100752,Vertex AI,Rosario,Argentina,Data Analyst,Swift,React,Senior,28672.0,Presencial,,,,,jobs
JOB-100753,SoftSmart,Arequipa,Perú,ML Engineer,Swift,Vue,Junior,13835.0,Híbrido,,,,,jobs
JOB-100754,DevOpsLab,Arequipa,Perú,Frontend Developer,Swift,.NET,Junior,12.075,Híbrido,,,,,jobs
JOB-100755,SoftSmart,???,México,Data Engineer,JavaScript,Vue,Mid,15289.0,Híbrido,,,,,jobs
JOB-100756,SoftSmart,Seattle,USA,Fullstack Developer,Swift,Vue,Junior,92856.0,Híbrido,,,,,jobs
JOB-100757,Vertex AI,Buenos Aires,Argentina,Data Engineer,TypeScript,Spark,Mid,19187.0,Remoto,,,,,jobs
JOB-100758,Lambda Solutions,Buenos Aires,Argentina,Backend Developer,C#,React,Junior,14709.0,Remoto,,,,,jobs
JOB-100759,Orion Cloud,New York,USA,Data Engineer,Java,Node.js,Mid,87733.0,Híbrido,,,,,jobs
JOB-100760,Atlas Systems,Barcelona,España,Data Scientist,C#,Spring,Junior,37549.0,Remoto,,,,,jobs
JOB-100761,SoftSmart,Valparaíso,Chile,Fullstack Developer,Go,Laravel,Mid,22789.0,Presencial,,,,,jobs
JOB-100762,CyberShield,Arequipa,Perú,Frontend Developer,R,Laravel,Senior,27574.0,Remoto,2022-02-06,2022.0,2.0,1.0,jobs
JOB-100763,DevOpsLab,Puebla,México,Cybersecurity Analyst,PHP,Django,Junior,14.974,Híbrido,,,,,jobs
JOB-100764,CodeWorks,???,Colombia,Backend Developer,C#,Spark,Junior,9.944,Presencial,,,,,jobs
JOB-100765,RocketSoft,Rosario,Argentina,Fullstack Developer,R,Vue,Junior,13.894,Híbrido,,,,,jobs
JOB-100766,IA Factory,Concepción,Chile,MLOps Engineer,R,Laravel,Junior,21975.0,Remoto,,,,,jobs
JOB-100767,IA Factory,Concepción,Chile,Backend Developer,Scala,Laravel,Junior,,Remoto,,,,,jobs
JOB-100768,CodeWorks,Barranquilla,Colombia,Backend Developer,Kotlin,Flask,Junior,9.524,Remoto,,,,,jobs
JOB-100769,RocketSoft,Seattle,USA,BI Developer,Java,.NET,Senior,114651.0,Híbrido,,,,,jobs
JOB-100770,CodeWorks,Lima,Perú,Data Analyst,JavaScript,Node.js,Senior,20318.0,Híbrido,,,,,jobs
JOB-100771,SoftSmart,Santiago,Chile,Data Scientist,Python,React,Mid,25.715,Remoto,,,,,jobs
JOB-100772,Vertex AI,Valparaíso,Chile,MLOps Engineer,R,Laravel,Junior,19.184,Presencial,,,,,jobs
JOB-100773,IA Factory,Lima,Perú,Data Engineer,Java,FastAPI,Senior,24805.0,Híbrido,,,,,jobs
JOB-100774,IA Factory,PUEBLA,México,Fullstack Developer,Kotlin,React,Mid,18031.0,Presencial,,,,,jobs
JOB-100775,BluePixel,Buenos Aires,Argentina,Cloud Architect,R,Django,Mid,15573.0,Presencial,,,,,jobs
JOB-100776,RocketSoft,Cusco,Perú,Data Scientist,C#,Node.js,Mid,20110.0,Remoto,,,,,jobs
JOB-100777,DevOpsLab,Valencia,España,Data Analyst,Swift,Spring,Junior,31.468,Remoto,,,,,jobs
JOB-100778,Orion Cloud,Bucaramanga,Colombia,Cybersecurity Analyst,C#,Laravel,Junior,9492.0,Presencial,,,,,jobs
JOB-100779,IA Factory,CDMX,México,BI Developer,Swift,Spring,Mid,18.626,Remoto,,,,,jobs
JOB-100780,Orion Cloud,New York,USA,Cybersecurity Analyst,Swift,Django,Senior,,Híbrido,,,,,jobs
JOB-100781,DevOpsLab,Austin,USA,ML Engineer,Kotlin,Spring,Junior,76.609,Remoto,,,,,jobs
JOB-100782,CodeWorks,MADRID,España,ML Engineer,C#,Angular,Junior,26.522,Remoto,,,,,jobs
JOB-100783,Orion Cloud,Lima,Perú,Data Engineer,Java,FastAPI,Senior,29.608,Remoto,2025-03-03,2025.0,3.0,1.0,jobs
JOB-100784,Lambda Solutions,Santiago,Chile,Data Analyst,C#,React,Mid,23375.0,Presencial,,,,,jobs
JOB-100785,BluePixel,Sevilla,España,Cybersecurity Analyst,PHP,Spark,Junior,27091.0,Remoto,,,,,jobs
JOB-100786,DataNova,Madrid,España,ML Engineer,Scala,Vue,Mid,29096.0,Presencial,,,,,jobs
JOB-100787,DevOpsLab,Guadalajara,México,Frontend Developer,TypeScript,Angular,Mid,18021.0,Híbrido,,,,,jobs
JOB-100788,DataNova,Valparaíso,Chile,Data Engineer,Scala,Flask,Senior,29.499,Presencial,,,,,jobs
JOB-100789,RocketSoft,Barranquilla,Colombia,ML Engineer,Go,Angular,Senior,15491.0,Híbrido,,,,,jobs
JOB-100790,SoftSmart,Puebla,México,Cloud Architect,R,Node.js,Senior,26898.0,Híbrido,2024-11-10,2024.0,11.0,4.0,jobs
JOB-100791,Atlas Systems,Santiago,Chile,Data Engineer,Java,Vue,Senior,35174.0,Híbrido,,,,,jobs
JOB-100792,Orion Cloud,Buenos Aires,Argentina,Data Scientist,Java,Angular,Mid,23048.0,Híbrido,,,,,jobs
JOB-100793,GreenBit,Valparaíso,Chile,Fullstack Developer,Swift,FastAPI,Senior,36601.0,Remoto,,,,,jobs
JOB-100794,CloudForge,Lima,Perú,Backend Developer,Swift,Spark,Senior,23673.0,Presencial,,,,,jobs
JOB-100795,NeoTech,Arequipa,Perú,Data Engineer,PHP,React,Junior,13.687,Presencial,,,,,jobs
JOB-100796,RocketSoft,Barranquilla,Colombia,Data Analyst,Python,Vue,Junior,8869.0,Presencial,,,,,jobs
JOB-100797,Lambda Solutions,Valparaíso,Chile,Cybersecurity Analyst,TypeScript,,Senior,38393.0,Híbrido,,,,,jobs
JOB-100798,CyberShield,Lima,Perú,ML Engineer,Scala,Laravel,Senior,25.281,Presencial,,,,,jobs
JOB-100799,Atlas Systems,Buenos Aires,Argentina,BI Developer,TypeScript,.NET,Mid,18767.0,Híbrido,,,,,jobs
JOB-100800,CyberShield,Valencia,España,Cybersecurity Analyst,Python,React,Junior,34252.0,Híbrido,,,,,jobs
JOB-100801,NeoTech,Seattle,USA,Backend Developer,Swift,Django,Senior,,Remoto,,,,,jobs
JOB-100802,DevOpsLab,Valparaíso,Chile,Data Analyst,Java,Laravel,Junior,18603.0,Remoto,,,,,jobs
JOB-100803,CyberShield,???,Colombia,Fullstack Developer,C#,Spring,Senior,12988.0,Remoto,,,,,jobs
JOB-100804,NeoTech,Cusco,Perú,DevOps Engineer,Kotlin,React,Mid,19181.0,Remoto,,,,,jobs
JOB-100805,RocketSoft,San Francisco,USA,Data Engineer,Swift,Vue,Mid,98401.0,Híbrido,,,,,jobs
JOB-100806,DevOpsLab,Concepción,Chile,Backend Developer,Swift,Vue,Senior,35269.0,Presencial,,,,,jobs
JOB-100807,CodeWorks,Seattle,USA,MLOps Engineer,R,Flask,Senior,,Remoto,,,,,jobs
JOB-100808,NeoTech,???,España,Data Engineer,Go,Node.js,Senior,46548.0,Híbrido,,,,,jobs
JOB-100809,Lambda Solutions,Córdoba,Argentina,Data Engineer,JavaScript,FastAPI,Senior,27047.0,Presencial,,,,,jobs
JOB-100810,Vertex AI,Medellín,Colombia,ML Engineer,PHP,Spring,Junior,9.933,Presencial,,,,,jobs
JOB-100811,GreenBit,Cali,Colombia,Backend Developer,C#,Node.js,Senior,16477.0,Presencial,,,,,jobs
JOB-100812,QuantumWare,SANTIAGO,Chile,ML Engineer,Python,Spark,Junior,19565.0,Híbrido,,,,,jobs
JOB-100813,CloudForge,CDMX,México,Backend Developer,JavaScript,Spring,Junior,13.388,Presencial,,,,,jobs
JOB-100814,IA Factory,Medellín,Colombia,Data Scientist,Java,Angular,Junior,10.088,Híbrido,,,,,jobs
JOB-100815,DataNova,???,Colombia,Cybersecurity Analyst,Go,Node.js,Senior,17388.0,Remoto,2024-04-11,2024.0,4.0,2.0,jobs
JOB-100816,SoftSmart,Madrid,España,Data Engineer,Java,Spring,Junior,26.969,Remoto,,,,,jobs
JOB-100817,CodeWorks,Buenos Aires,Argentina,Cloud Architect,Scala,Node.js,Senior,31193.0,Híbrido,,,,,jobs
JOB-100818,Orion Cloud,Córdoba,Argentina,Cloud Architect,Python,React,Senior,31323.0,Remoto,,,,,jobs
JOB-100819,SoftSmart,CDMX,México,MLOps Engineer,Kotlin,React,Senior,28275.0,Híbrido,,,,,jobs
JOB-100820,RocketSoft,Cartagea,Colombia,MLOps Engineer,Java,Node.js,Junior,9411.0,Híbrido,,,,,jobs
JOB-100821,DevOpsLab,Guadalajara,México,ML Engineer,TypeScript,Laravel,Senior,24466.0,Presencial,,,,,jobs
JOB-100822,BluePixel,???,Perú,MLOps Engineer,R,Flask,Mid,14870.0,Híbrido,,,,,jobs
JOB-100823,CloudForge,Valencia,España,Data Analyst,Swift,Laravel,Junior,33.841,Remoto,,,,,jobs
JOB-100824,Vertex AI,Madrid,España,Cybersecurity Analyst,JavaScript,.NET,Mid,25825.0,Remoto,,,,,jobs
JOB-100825,IA Factory,Miami,USA,Data Analyst,Go,Laravel,Senior,,Remoto,,,,,jobs
JOB-100826,CloudForge,Santiago,Chile,BI Developer,Kotlin,Node.js,Junior,18980.0,Presencial,,,,,jobs
JOB-100827,CyberShield,New York,USA,Backend Developer,Swift,Vue,Mid,107201.0,Presencial,,,,,jobs
JOB-100828,QuantumWare,Arequipa,Perú,Data Scientist,TypeScript,.NET,Junior,14398.0,Híbrido,,,,,jobs
JOB-100829,DataNova,Unknown,Chile,DevOps Engineer,Python,React,Junior,17106.0,Remoto,,,,,jobs
JOB-100830,CyberShield,Santiago,Chile,Data Scientist,Java,Flask,Mid,19649.0,Remoto,,,,,jobs
JOB-100831,Lambda Solutions,Cartagena,Colombia,Fullstack Developer,JavaScript,Django,Junior,8550.0,Remoto,,,,,jobs
JOB-100832,Atlas Systems,Córdoba,Argentina,ML Engineer,PHP,Spark,Mid,20319.0,Remoto,,,,,jobs
JOB-100833,RocketSoft,Sevilla,España,Fullstack Developer,Swift,FastAPI,Senior,53639.0,Presencial,2023-01-10,2023.0,1.0,1.0,jobs
JOB-100834,CodeWorks,Rosario,Argentina,DevOps Engineer,Scala,Node.js,Mid,19407.0,Híbrido,,,,,jobs
JOB-100835,Vertex AI,Valparaíso,Chile,Backend Developer,Kotlin,Node.js,Mid,22433.0,Remoto,,,,,jobs
JOB-100836,CloudForge,New York,USA,ML Engineer,R,Spring,Mid,92005.0,Remoto,,,,,jobs
JOB-100837,Lambda Solutions,Córdoba,Argentina,Data Scientist,Swift,Laravel,Junior,18394.0,Híbrido,,,,,jobs
JOB-100838,Lambda Solutions,Córdoba,Argentina,Data Engineer,JavaScript,React,Mid,16698.0,Híbrido,,,,,jobs
JOB-100839,CyberShield,Unknown,Argentina,Cloud Architect,Scala,Laravel,Senior,28141.0,Presencial,2024-02-01,2024.0,2.0,1.0,jobs
JOB-100840,CodeWorks,SAN FRANCISCO,USA,DevOps Engineer,C#,Angular,Mid,118.064,Híbrido,,,,,jobs
JOB-100841,NeoTech,Medellín,Colombia,Data Analyst,Go,Spark,Mid,12997.0,Remoto,,,,,jobs
JOB-100842,CyberShield,Cusco,Perú,Cloud Architect,C#,.NET,Senior,23476.0,Híbrido,,,,,jobs
JOB-100843,RocketSoft,Valencia,España,Data Scientist,JavaScript,FastAPI,Junior,33414.0,Presencial,,,,,jobs
JOB-100844,Lambda Solutions,Medellín,Colombia,MLOps Engineer,Python,Django,Mid,10646.0,Híbrido,,,,,jobs
JOB-100845,SoftSmart,New York,USA,BI Developer,TypeScript,FastAPI,Mid,95100.0,Remoto,,,,,jobs
JOB-100846,NeoTech,???,México,Data Engineer,Python,Laravel,Mid,22.195,Híbrido,,,,,jobs
JOB-100847,CyberShield,Miami,USA,Frontend Developer,Kotlin,Angular,Mid,121991.0,Híbrido,,,,,jobs
JOB-100848,Lambda Solutions,barcelona,España,Data Scientist,R,Angular,Senior,39565.0,Presencial,,,,,jobs
JOB-100849,CloudForge,Lima,Perú,Data Engineer,PHP,Spark,Senior,27846.0,Híbrido,,,,,jobs
JOB-100850,DevOpsLab,Bucaramanga,Colombia,Cybersecurity Analyst,Swift,Angular,Junior,12.406,Híbrido,,,,,jobs
JOB-100851,DataNova,Guadalajara,México,Backend Developer,Swift,Angular,Senior,23138.0,Remoto,,,,,jobs
JOB-100852,CloudForge,???,USA,DevOps Engineer,Scala,Vue,Senior,138.166,Remoto,,,,,jobs
JOB-100853,CyberShield,Cusco,Perú,Fullstack Developer,Go,.NET,Senior,30897.0,Presencial,,,,,jobs
JOB-100854,CodeWorks,Valencia,España,Data Engineer,PHP,Laravel,Senior,49269.0,Híbrido,,,,,jobs
JOB-100855,Atlas Systems,sevilla,España,Frontend Developer,R,.NET,Senior,56807.0,Presencial,2022-12-07,2022.0,12.0,4.0,jobs
JOB-100856,DataNova,Lima,Perú,Frontend Developer,R,Spark,Senior,24.976,Presencial,,,,,jobs
JOB-100857,NeoTech,Guadalajara,México,Data Engineer,PHP,Spark,Junior,10241.0,Presencial,,,,,jobs
JOB-100858,Atlas Systems,Sevilla,España,BI Developer,Scala,Flask,Mid,39972.0,Híbrido,,,,,jobs
JOB-100859,DataNova,Rosario,Argentina,Cloud Architect,JavaScript,FastAPI,Senior,27226.0,Remoto,,,,,jobs
JOB-100860,Lambda Solutions,Valparaíso,Chile,Data Scientist,Go,Angular,Mid,28480.0,Presencial,,,,,jobs
JOB-100861,IA Factory,Buenos Aires,Argentina,DevOps Engineer,JavaScript,Node.js,Junior,21024.0,Presencial,,,,,jobs
JOB-100862,DataNova,Guadalajara,México,Data Analyst,R,Angular,Mid,19846.0,Híbrido,,,,,jobs
JOB-100863,DevOpsLab,San Francisco,USA,Cloud Architect,TypeScript,Spring,Junior,71811.0,Presencial,,,,,jobs
JOB-100864,BluePixel,New York,USA,Data Scientist,Java,Angular,Mid,101414.0,Presencial,,,,,jobs
JOB-100865,Lambda Solutions,Puebla,México,Backend Developer,R,Node.js,Junior,14835.0,Híbrido,,,,,jobs
JOB-100866,CyberShield,Arequipa,Perú,DevOps Engineer,Go,.NET,Senior,29.066,Presencial,,,,,jobs
JOB-100867,Lambda Solutions,CDMX,México,Cybersecurity Analyst,Go,Node.js,Junior,11292.0,Remoto,,,,,jobs
JOB-100868,Lambda Solutions,Cusco,Perú,Cloud Architect,Java,Spring,Senior,20791.0,Híbrido,,,,,jobs
JOB-100869,RocketSoft,Lima,Perú,MLOps Engineer,Kotlin,Node.js,Senior,17469.0,Remoto,,,,,jobs
JOB-100870,GreenBit,Miami,USA,BI Developer,TypeScript,Django,Senior,,Remoto,,,,,jobs
JOB-100871,Orion Cloud,Cusco,Perú,DevOps Engineer,TypeScript,Flask,Junior,14358.0,Presencial,,,,,jobs
JOB-100872,Vertex AI,Barcelona,España,Cloud Architect,Kotlin,.NET,Mid,34351.0,Remoto,,,,,jobs
JOB-100873,Lambda Solutions,Seattle,USA,Frontend Developer,TypeScript,Spark,Junior,67732.0,Híbrido,,,,,jobs
JOB-100874,DataNova,Cusco,Perú,Cybersecurity Analyst,Java,Spark,Junior,13164.0,Híbrido,2024-04-07,2024.0,4.0,2.0,jobs
JOB-100875,GreenBit,Buenos Aires,Argentina,Frontend Developer,PHP,Node.js,Junior,13773.0,Remoto,,,,,jobs
JOB-100876,DevOpsLab,Cartagena,Colombia,DevOps Engineer,Kotlin,React,Mid,11421.0,Presencial,2025-04-08,2025.0,4.0,2.0,jobs
JOB-100877,Vertex AI,???,Colombia,Data Engineer,TypeScript,Angular,Junior,8888.0,Híbrido,,,,,jobs
JOB-100878,SoftSmart,Cartagena,Colombia,Data Engineer,Scala,.NET,Junior,11.601,Presencial,,,,,jobs
JOB-100879,GreenBit,Puebla,México,BI Developer,TypeScript,.NET,Mid,18872.0,Presencial,,,,,jobs
JOB-100880,DevOpsLab,New York,USA,Cloud Architect,C#,Angular,Junior,66668.0,Híbrido,,,,,jobs
JOB-100881,IA Factory,Bucaramanga,Colombia,Cloud Architect,Go,Flask,Mid,10949.0,Híbrido,,,,,jobs
JOB-100882,CyberShield,New York,USA,ML Engineer,Python,Node.js,Senior,,Presencial,,,,,jobs
JOB-100883,CodeWorks,Rosario,Argentina,Data Analyst,PHP,Django,Senior,29900.0,Híbrido,,,,,jobs
JOB-100884,Vertex AI,CDMX,México,Fullstack Developer,PHP,.NET,Mid,18796.0,Presencial,2024-04-09,2024.0,4.0,2.0,jobs
JOB-100885,NeoTech,Guadalajara,México,Data Analyst,TypeScript,FastAPI,Senior,27924.0,Híbrido,,,,,jobs
JOB-100886,Atlas Systems,Rosario,Argentina,DevOps Engineer,Kotlin,React,Senior,34661.0,Híbrido,,,,,jobs
JOB-100887,BluePixel,Puebla,México,Cybersecurity Analyst,Kotlin,Laravel,Junior,11770.0,Presencial,,,,,jobs
JOB-100888,CodeWorks,Cartagena,Colombia,Data Engineer,C#,FastAPI,Mid,10657.0,Remoto,,,,,jobs
JOB-100889,RocketSoft,San Francisco,USA,Cloud Architect,R,Flask,Senior,98274.0,Híbrido,,,,,jobs
JOB-100890,CodeWorks,Guadalajara,México,Cybersecurity Analyst,Scala,Laravel,Junior,15468.0,Remoto,,,,,jobs
JOB-100891,CodeWorks,Sevilla,España,Data Analyst,PHP,Spring,Senior,50177.0,Remoto,2022-07-10,2022.0,7.0,3.0,jobs
