id_persona,edad,ciudad,país,lenguajes_dominio,frameworks_dominio,certificaciones,años_experiencia,nivel_educativo,área_trabajo_actual,salario_actual_usd,source
PER-90622,38.0,Valencia,España,R|Swift|Go,React,GCP ACE,0.0,Posgrado,Ciberseguridad,32350.0,profiles
PER-90623,25.0,Guadalajara,México,TypeScript,Angular,AWS CCP,2.0,Posgrado,Frontend,16.978,profiles
PER-90624,,Santiago,Chile,JavaScript|Scala,Spring|Laravel,GCP ACE,5.0,Técnico,Ciberseguridad,18504.0,profiles
PER-90625,23.0,santiago,Chile,Go|R,.NET|Laravel,Unknown,0.0,Posgrado,Backend,26.044,profiles
PER-90626,38.0,Buenos Aires,Argentina,PHP,Spark|Spring,AWS CCP|Cisco CCNA,0.0,Pregrado,Backend,22093.0,profiles
PER-90627,28.0,CDMX,México,Swift|PHP,Spark,Cisco CCNA,4.0,Técnico,IA,15628.0,profiles
PER-90628,29.0,Arequipa,Perú,Swift,React,GCP ACE|Scrum Master,3.0,Pregrado,Cloud,21300.0,profiles
PER-90629,34.0,???,Perú,Go|PHP,Angular,Cisco CCNA,4.0,Pregrado,DevOps,13052.0,profiles
PER-90630,24.0,San Francisco,USA,javascript|c#,Flask|Node.js,GCP ACE,2.0,Pregrado,DevOps,105769.0,profiles
PER-90631,24.0,Concepcion,Chile,Scala|TypeScript,Spring,Scrum Master,2.0,Posgrado,DevOps,31786.0,profiles
PER-90632,23.0,Guadalajara,México,PHP|Swift,Angular|Spark,Azure Fundamentals,3.0,Tecnólogo,BI/Analytics,29540.0,profiles
PER-90633,25.0,Cordoba,Argentina,C#|R|Java,Django|Angular,GCP ACE,2.0,Posgrado,Frontend,12677.0,profiles
PER-90634,25.0,Miami,USA,R,FastAPI,GCP ACE,2.0,Tecnólogo,Frontend,85624.0,profiles
PER-90635,32.0,Bucaramanga,Colombia,typescript,Node.js|Flask,None|Cisco CCNA,3.0,Pregrado,Ciberseguridad,17695.0,profiles
PER-90636,31.0,Sevilla,España,Python,Node.js,GCP ACE,3.0,Posgrado,IA,39.803,profiles
PER-90637,41.0,Monterrey,México,Python|TypeScript,Node.js|Django,None|Azure Fundamentals,2.0,Tecnólogo,Cloud,13694.0,profiles
PER-90638,33.0,Madrid,España,Go,Vue,Azure Fundamentals,0.0,Técnico,DevOps,37027.0,profiles
PER-90639,35.0,Arequipa,Perú,swift|java,Vue,GCP ACE|None,2.0,Técnico,Frontend,12550.0,profiles
PER-90640,18.0,Austin,USA,C#|Go,Laravel|Flask,Cisco CCNA,0.0,Autodidacta,Frontend,121143.0,profiles
PER-90641,33.0,Arequipa,Perú,PHP,Spark|FastAPI,None|AWS CCP,2.0,Tecnólogo,Ciberseguridad,12271.0,profiles
PER-90642,35.0,Valencia,España,TypeScript,Laravel|Spring,Azure Fundamentals|GCP ACE,1.0,Autodidacta,Cloud,45.662,profiles
PER-90643,19.0,Arequipa,Perú,Python|TypeScript,Laravel,Scrum Master,4.0,Técnico,BI/Analytics,20890.0,profiles
PER-90644,28.0,Valencia,España,Go|Swift,Laravel|Flask,AWS CCP,3.0,Posgrado,Frontend,25.531,profiles
PER-90645,27.0,Arequipa,Perú,swift|typescript,.NET|Spark,Azure Fundamentals|Scrum Master,2.0,Tecnólogo,IA,23.479,profiles
PER-90646,29.0,Valencia,España,Python|TypeScript,Angular|Django,Cisco CCNA,0.0,Pregrado,IA,36563.0,profiles
PER-90647,37.0,Concepción,Chile,java|r|typescript,Laravel,Cisco CCNA,4.0,Pregrado,Frontend,20687.0,profiles
PER-90648,27.0,Seattle,USA,PHP|Scala,FastAPI|Django,Unknown,5.0,Posgrado,Frontend,90.013,profiles
PER-90649,22.0,Lima,Perú,typescript,.NET,Unknown,0.0,Técnico,Data Science,20.836,profiles
PER-90650,25.0,Valencia,España,Swift,FastAPI|Laravel,GCP ACE|Cisco CCNA,4.0,Técnico,Cloud,68203.0,profiles
PER-90651,24.0,CDMX,México,PHP|Kotlin|Scala,Laravel,Azure Fundamentals|GCP ACE,5.0,Autodidacta,Backend,24.506,profiles
PER-90652,35.0,Lima,Perú,php|javascript|kotlin,Angular,AWS CCP,0.0,Posgrado,IA,30789.0,profiles
PER-90653,28.0,CDMX,México,JavaScript|Swift,Flask|Angular,Cisco CCNA,0.0,Autodidacta,Data Science,37551.0,profiles
PER-90654,28.0,Buenos Aires,Argentina,Kotlin|R,Laravel|Node.js,None|Cisco CCNA,1.0,Técnico,Cloud,18120.0,profiles
PER-90655,37.0,Sevilla,España,JavaScript,FastAPI,GCP ACE,3.0,Técnico,Data Science,42472.0,profiles
PER-90656,24.0,Valparaíso,Chile,Go|Java,Spring,AWS CCP|Azure Fundamentals,1.0,Posgrado,BI/Analytics,32.702,profiles
PER-90657,34.0,Cusco,Perú,Go|JavaScript|R,FastAPI|Flask,Cisco CCNA|Scrum Master,5.0,Pregrado,BI/Analytics,25234.0,profiles
PER-90658,31.0,Cusco,Perú,typescript|java|go,Laravel|Node.js,GCP ACE|AWS CCP,0.0,Pregrado,Data Science,27191.0,profiles
PER-90659,31.0,Austin,USA,R|PHP,Django,Scrum Master,0.0,Pregrado,Frontend,85024.0,profiles
PER-90660,35.0,Rosario,Argentina,JavaScript|TypeScript|Swift,Laravel|FastAPI,AWS CCP|GCP ACE,5.0,Tecnólogo,IA,22944.0,profiles
PER-90661,31.0,San Francisco,USA,Java|R,Flask,AWS CCP,3.0,Pregrado,Ciberseguridad,65785.0,profiles
PER-90662,25.0,Cusco,Perú,JavaScript|Swift,Node.js|React,Cisco CCNA,3.0,Técnico,Ciberseguridad,14.137,profiles
PER-90663,26.0,Monterrey,México,Scala|PHP,.NET,None|GCP ACE,3.0,Técnico,DevOps,11.926,profiles
PER-90664,35.0,New York,USA,Kotlin|Scala,Angular|React,AWS CCP|Scrum Master,3.0,Tecnólogo,Cloud,,profiles
PER-90665,30.0,Concepción,Chile,Swift,Angular|FastAPI,Scrum Master,4.0,Pregrado,Cloud,30307.0,profiles
PER-90666,24.0,San Francisco,USA,Go,Django,Cisco CCNA,4.0,Técnico,DevOps,105.213,profiles
PER-90667,39.0,Barranquilla,Colombia,Go|PHP,Laravel,AWS CCP,1.0,Posgrado,Data Science,23.492,profiles
PER-90668,24.0,Austin,USA,Java|Python|C#,Spring|React,AWS CCP|Azure Fundamentals,4.0,Pregrado,DevOps,86974.0,profiles
PER-90669,32.0,Bogotá,Colombia,Java,Vue|Laravel,Scrum Master,2.0,Autodidacta,Frontend,14074.0,profiles
PER-90670,29.0,CALI,Colombia,Swift|JavaScript,Angular|Spark,GCP ACE|None,3.0,Pregrado,DevOps,11690.0,profiles
PER-90671,28.0,Valencia,España,Python|Java|Scala,React|Spring,Unknown,5.0,Técnico,BI/Analytics,40366.0,profiles
PER-90672,39.0,Barcelona,España,Kotlin|Scala|Python,Django|Spring,GCP ACE,1.0,Tecnólogo,Frontend,33155.0,profiles
PER-90673,32.0,San Francisco,USA,Java|TypeScript,React,Azure Fundamentals|Scrum Master,2.0,Autodidacta,Backend,94115.0,profiles
PER-90674,21.0,Guadalajara,México,Go|R,Angular,AWS CCP,1.0,Técnico,DevOps,27.174,profiles
PER-90675,31.0,Barcelona,España,Scala|PHP|Swift,Laravel|Angular,Azure Fundamentals,2.0,Tecnólogo,DevOps,28045.0,profiles
PER-90676,38.0,Valparaíso,Chile,Go,Vue|FastAPI,Scrum Master,2.0,Pregrado,BI/Analytics,19.094,profiles
PER-90677,41.0,Valencia,España,Kotlin|Go|Scala,.NET,AWS CCP|Cisco CCNA,4.0,Técnico,Frontend,46.999,profiles
PER-90678,31.0,Concepción,Chile,Kotlin|Go,Spark,GCP ACE|None,1.0,Tecnólogo,Frontend,25754.0,profiles
PER-90679,24.0,Cali,Colombia,PHP|Kotlin,.NET,Scrum Master|Azure Fundamentals,0.0,Técnico,BI/Analytics,13992.0,profiles
PER-90680,38.0,Santiago,Chile,Scala|JavaScript|Java,.NET,Unknown,2.0,Tecnólogo,Data Science,36875.0,profiles
PER-90681,29.0,Puebla,México,TypeScript|Java|R,Angular|React,Azure Fundamentals|None,6.0,Técnico,Backend,26.155,profiles
PER-90682,30.0,New York,USA,JavaScript|Python,React|.NET,Cisco CCNA,4.0,Posgrado,DevOps,137.515,profiles
PER-90683,21.0,Concepción,Chile,R,Flask,AWS CCP,3.0,Posgrado,BI/Analytics,20142.0,profiles
PER-90684,20.0,Lima,Perú,Swift|TypeScript,Django,Scrum Master|Cisco CCNA,2.0,Técnico,Cloud,18357.0,profiles
PER-90685,28.0,New York,USA,Python|C#|PHP,Spark,Cisco CCNA,3.0,Autodidacta,IA,96304.0,profiles
PER-90686,33.0,Rosario,Argentina,JavaScript,Angular,Azure Fundamentals,1.0,Posgrado,DevOps,15497.0,profiles
PER-90687,39.0,Bogotá,Colombia,TypeScript|PHP,Spring|Node.js,Azure Fundamentals,6.0,Tecnólogo,IA,8408.0,profiles
PER-90688,34.0,Cali,Colombia,TypeScript|Python,Spark|Node.js,Cisco CCNA,5.0,Posgrado,Frontend,16.74,profiles
PER-90689,18.0,Barcelona,España,JavaScript,Spring,None|Azure Fundamentals,3.0,Técnico,Cloud,32037.0,profiles
PER-90690,29.0,AREQUIPA,Perú,TypeScript,Flask|Spring,Scrum Master|Azure Fundamentals,4.0,Pregrado,DevOps,14.805,profiles
PER-90691,35.0,Seattle,USA,PHP,React,Cisco CCNA|AWS CCP,2.0,Posgrado,Data Science,,profiles
PER-90692,22.0,Monterrey,México,Swift|Kotlin|Java,Node.js|Flask,Scrum Master,2.0,Posgrado,Cloud,13.493,profiles
PER-90693,27.0,Sevilla,España,Kotlin|Java,Node.js|FastAPI,Cisco CCNA,3.0,Técnico,Data Science,56120.0,profiles
PER-90694,32.0,Medellín,Colombia,Java|C#,FastAPI,Scrum Master,4.0,Técnico,Cloud,11.383,profiles
PER-90695,25.0,CDMX,México,Java,Node.js,AWS CCP|None,3.0,Autodidacta,BI/Analytics,18075.0,profiles
PER-90696,29.0,Barranquilla,Colombia,go|r|c#,Vue|Angular,Azure Fundamentals,0.0,Pregrado,Backend,9.915,profiles
PER-90697,18.0,Madrid,España,scala|javascript|typescript,Django,None|AWS CCP,0.0,Técnico,Frontend,37899.0,profiles
PER-90698,24.0,Cusco,Perú,JavaScript,FastAPI,Unknown,2.0,Autodidacta,IA,24347.0,profiles
PER-90699,18.0,Córdoba,Argentina,JavaScript,.NET|Django,Cisco CCNA,2.0,Tecnólogo,Frontend,20397.0,profiles
PER-90700,19.0,???,USA,Swift|Go|Kotlin,Spark,None|Cisco CCNA,0.0,Pregrado,DevOps,92.667,profiles
PER-90701,22.0,Santiago,Chile,Scala|JavaScript|Go,Spark,Azure Fundamentals|AWS CCP,2.0,Técnico,Ciberseguridad,20251.0,profiles
PER-90702,26.0,Cali,Colombia,JavaScript|C#,React,AWS CCP,1.0,Autodidacta,DevOps,11.022,profiles
PER-90703,40.0,Lima,Perú,R|Scala,Django,Unknown,0.0,Autodidacta,IA,12755.0,profiles
PER-90704,31.0,Cusco,Perú,Kotlin|Swift,Node.js|React,Unknown,6.0,Tecnólogo,Data Science,17772.0,profiles
PER-90705,18.0,Cusco,Perú,TypeScript|PHP,Angular|Node.js,GCP ACE,4.0,Tecnólogo,Ciberseguridad,18782.0,profiles
PER-90706,23.0,New York,USA,C#|Go|Java,.NET|Vue,Unknown,0.0,Posgrado,IA,140.334,profiles
PER-90707,25.0,New York,USA,PHP,Node.js|FastAPI,None|Azure Fundamentals,6.0,Tecnólogo,Data Science,,profiles
PER-90708,34.0,Monterrey,México,Java|C#,FastAPI,GCP ACE|Azure Fundamentals,6.0,Autodidacta,Backend,25.212,profiles
PER-90709,25.0,Sevilla,España,R|Python,Flask,AWS CCP,2.0,Técnico,Cloud,35.861,profiles
PER-90710,18.0,Madrid,España,PHP,Spark|Django,Unknown,3.0,Posgrado,Frontend,42956.0,profiles
PER-90711,35.0,New York,USA,TypeScript|Swift,Flask|Laravel,AWS CCP,0.0,Posgrado,Backend,85.271,profiles
PER-90712,,Sevilla,España,Scala|Go|Swift,.NET|Spark,Cisco CCNA,3.0,Pregrado,Frontend,43427.0,profiles
PER-90713,28.0,Córdoba,Argentina,PHP,FastAPI|Flask,Cisco CCNA,3.0,Tecnólogo,Cloud,16712.0,profiles
PER-90714,25.0,Puebla,México,JavaScript|Swift,Spring|.NET,None,2.0,Pregrado,IA,23960.0,profiles
PER-90715,21.0,Guadalajara,México,Scala|Go,Vue|Laravel,Scrum Master|Azure Fundamentals,3.0,Técnico,BI/Analytics,19635.0,profiles
PER-90716,30.0,CDMX,México,Go|C#,Angular|.NET,Scrum Master,5.0,Autodidacta,DevOps,18951.0,profiles
PER-90717,26.0,San Francisco,USA,typescript,Flask,Cisco CCNA,0.0,Técnico,BI/Analytics,77680.0,profiles
PER-90718,32.0,bucaramanga,Colombia,Python|Java,Laravel,AWS CCP,2.0,Posgrado,Cloud,19.582,profiles
PER-90719,31.0,Seattle,USA,c#,FastAPI|Angular,Azure Fundamentals,3.0,Pregrado,Ciberseguridad,111961.0,profiles
PER-90720,26.0,Lima,Perú,PHP,Node.js|React,Scrum Master,1.0,Técnico,DevOps,15.65,profiles
PER-90721,32.0,ROSARIO,Argentina,R|PHP,Node.js,Azure Fundamentals|Scrum Master,3.0,Posgrado,Frontend,19440.0,profiles
PER-90722,27.0,???,México,Java,Django|FastAPI,Azure Fundamentals|GCP ACE,5.0,Tecnólogo,Cloud,26.851,profiles
PER-90723,33.0,CDMX,México,javascript|go,Spark|Laravel,GCP ACE|AWS CCP,3.0,Autodidacta,Cloud,14697.0,profiles
PER-90724,25.0,???,Chile,Java,.NET,Scrum Master,1.0,Técnico,Ciberseguridad,27.873,profiles
PER-90725,31.0,Guadalajara,México,Swift|Python,Flask|.NET,AWS CCP,5.0,Posgrado,Data Science,25920.0,profiles
PER-90726,30.0,Rosario,Argentina,Java|Swift,Spark,GCP ACE,3.0,Técnico,Data Science,17192.0,profiles
PER-90727,38.0,Miami,USA,PHP,Spring|Laravel,AWS CCP,3.0,Pregrado,IA,134.158,profiles
PER-90728,30.0,Córdoba,Argentina,Swift|TypeScript,FastAPI|Laravel,Cisco CCNA,0.0,Técnico,Cloud,21304.0,profiles
PER-90729,30.0,Córdoba,Argentina,R|TypeScript,Spring,GCP ACE,2.0,Tecnólogo,IA,34717.0,profiles
PER-90730,23.0,CDMX,México,R|TypeScript,.NET,Cisco CCNA,0.0,Autodidacta,Data Science,22673.0,profiles
PER-90731,23.0,Santiago,Chile,Go|Python|Scala,Vue,Cisco CCNA,3.0,Pregrado,DevOps,15391.0,profiles
PER-90732,18.0,Miami,USA,TypeScript,Angular|.NET,AWS CCP,1.0,Pregrado,IA,,profiles
PER-90733,26.0,Rosario,Argentina,java|typescript,Angular|Spring,Cisco CCNA|Azure Fundamentals,5.0,Tecnólogo,Backend,15.295,profiles
PER-90734,41.0,sevilla,España,Kotlin|Swift|TypeScript,Django|Spark,Cisco CCNA,2.0,Posgrado,Data Science,27119.0,profiles
PER-90735,33.0,Bucaramanga,Colombia,typescript,Vue,Scrum Master,3.0,Posgrado,Frontend,9.526,profiles
PER-90736,29.0,Buenos Aires,Argentina,Scala|C#|TypeScript,React|FastAPI,GCP ACE|AWS CCP,2.0,Autodidacta,Frontend,25235.0,profiles
PER-90737,26.0,Sevilla,España,PHP,FastAPI|Flask,Cisco CCNA,2.0,Autodidacta,Data Science,54010.0,profiles
PER-90738,22.0,Seattle,USA,python|java,.NET,Scrum Master,0.0,Posgrado,Frontend,97841.0,profiles
PER-90739,32.0,Cali,Colombia,JavaScript|Kotlin,Django|Flask,GCP ACE,4.0,Posgrado,BI/Analytics,7525.0,profiles
PER-90740,22.0,CDMX,México,PHP,React,None|Scrum Master,4.0,Tecnólogo,IA,18362.0,profiles
PER-90741,26.0,Rosario,Argentina,PHP|Kotlin,React|.NET,Scrum Master|GCP ACE,4.0,Pregrado,Data Science,20.364,profiles
PER-90742,27.0,Monterrey,México,scala|javascript|java,React|FastAPI,AWS CCP|Cisco CCNA,2.0,Técnico,Frontend,21.385,profiles
PER-90743,31.0,Cusco,Perú,Go|Java|Scala,Flask,Azure Fundamentals,1.0,Posgrado,Cloud,14142.0,profiles
PER-90744,22.0,Valparaíso,Chile,PHP|Swift|Go,Spring|Vue,None|Scrum Master,5.0,Técnico,Data Science,37841.0,profiles
PER-90745,25.0,Lima,Perú,TypeScript|Swift|Go,.NET,AWS CCP,1.0,Técnico,Backend,12.518,profiles
PER-90746,19.0,San Francisco,USA,R|PHP|C#,Spring|Angular,Cisco CCNA,0.0,Autodidacta,Frontend,78.377,profiles
PER-90747,35.0,Sevilla,España,TypeScript|PHP|C#,Angular,AWS CCP,5.0,Pregrado,Data Science,40321.0,profiles
PER-90748,26.0,Austin,USA,R|Python|TypeScript,Laravel,Azure Fundamentals,4.0,Posgrado,Ciberseguridad,115397.0,profiles
PER-90749,27.0,Barranquilla,Colombia,Kotlin|TypeScript|C#,Flask,Cisco CCNA|GCP ACE,3.0,Posgrado,Data Science,15975.0,profiles
PER-90750,34.0,Cartagena,Colombia,Scala|PHP,Laravel,Azure Fundamentals|Cisco CCNA,3.0,Posgrado,Data Science,11168.0,profiles
PER-90751,33.0,Córdoba,Argentina,Swift,.NET|Laravel,Scrum Master|Azure Fundamentals,1.0,Tecnólogo,Frontend,19809.0,profiles
PER-90752,18.0,Concepción,Chile,c#,Vue|Node.js,Cisco CCNA,3.0,Tecnólogo,Cloud,22.52,profiles
PER-90753,18.0,Seattle,USA,TypeScript,Node.js|.NET,Scrum Master,4.0,Tecnólogo,Backend,79991.0,profiles
PER-90754,36.0,???,México,Java|Swift,Spring,Unknown,4.0,Técnico,Cloud,15307.0,profiles
PER-90755,24.0,Puebla,México,TypeScript|Swift,Angular,Cisco CCNA|Azure Fundamentals,3.0,Tecnólogo,Ciberseguridad,15.382,profiles
PER-90756,27.0,Lima,Perú,Go|Scala,.NET,Scrum Master|GCP ACE,3.0,Posgrado,Frontend,22026.0,profiles
PER-90757,28.0,Austin,USA,Python|JavaScript,Angular,Azure Fundamentals,4.0,Técnico,DevOps,66.967,profiles
PER-90758,32.0,Cali,Colombia,PHP|Swift,FastAPI|.NET,Scrum Master,1.0,Pregrado,Backend,10450.0,profiles
PER-90759,29.0,Santiago,Chile,Scala|Kotlin|Go,Spark,AWS CCP,3.0,Tecnólogo,IA,16725.0,profiles
PER-90760,32.0,Miami,USA,Kotlin|TypeScript,React|Flask,GCP ACE,4.0,Posgrado,Frontend,95734.0,profiles
PER-90761,,???,España,Kotlin|Swift|C#,FastAPI|Vue,GCP ACE,4.0,Autodidacta,DevOps,38352.0,profiles
PER-90762,35.0,Cartagena,Colombia,Scala,FastAPI,Scrum Master|None,3.0,Autodidacta,Cloud,18119.0,profiles
PER-90763,28.0,Rosario,Argentina,C#,Vue,Azure Fundamentals,4.0,Tecnólogo,IA,20.939,profiles
PER-90764,32.0,Santiago,Chile,PHP|Go,Angular|.NET,GCP ACE|None,0.0,Tecnólogo,Backend,28.605,profiles
PER-90765,28.0,Buenos Aires,Argentina,Go|R|TypeScript,React,GCP ACE,2.0,Pregrado,Ciberseguridad,26944.0,profiles
PER-90766,24.0,Cusco,Perú,Go|R,Spark|.NET,Azure Fundamentals,1.0,Técnico,Ciberseguridad,22.004,profiles
PER-90767,21.0,cusco,Perú,Kotlin|Go,React,Azure Fundamentals,6.0,Posgrado,IA,16077.0,profiles
PER-90768,24.0,Cali,Colombia,TypeScript|R|Java,Django|React,GCP ACE|None,0.0,Tecnólogo,IA,9514.0,profiles
PER-90769,27.0,Miami,USA,PHP,Flask|React,Scrum Master,5.0,Tecnólogo,Backend,69160.0,profiles
PER-90770,28.0,Rosario,Argentina,Swift|PHP|JavaScript,Django|React,Azure Fundamentals,3.0,Posgrado,Ciberseguridad,28757.0,profiles
PER-90771,33.0,Lima,Perú,javascript|scala,Spark,GCP ACE|None,5.0,Técnico,Data Science,13398.0,profiles
PER-90772,25.0,Córdoba,Argentina,JavaScript,.NET|Angular,Cisco CCNA|AWS CCP,1.0,Técnico,Frontend,23601.0,profiles
PER-90773,27.0,???,Colombia,Kotlin|C#,Django,Azure Fundamentals|Cisco CCNA,2.0,Pregrado,Backend,19283.0,profiles
PER-90774,33.0,???,Perú,Python|Go|Kotlin,Vue,Azure Fundamentals,1.0,Autodidacta,IA,18782.0,profiles
PER-90775,21.0,Valencia,España,Java|C#,Vue,Azure Fundamentals|None,3.0,Técnico,Frontend,26694.0,profiles
PER-90776,23.0,Cartagena,Colombia,Kotlin|Scala,Flask,GCP ACE|Scrum Master,0.0,Autodidacta,Ciberseguridad,19715.0,profiles
PER-90777,28.0,Buenos Aires,Argentina,TypeScript|C#,Node.js|Django,GCP ACE|Cisco CCNA,2.0,Tecnólogo,DevOps,20928.0,profiles
PER-90778,25.0,Arequipa,Perú,Python|C#,Laravel,Azure Fundamentals,1.0,Autodidacta,Ciberseguridad,28455.0,profiles
PER-90779,33.0,Miami,USA,JavaScript|Go,Spring,AWS CCP,2.0,Tecnólogo,Frontend,109.745,profiles
PER-90780,20.0,Guadalajara,México,Python|JavaScript,Spark|Django,None|Scrum Master,6.0,Tecnólogo,Backend,15605.0,profiles
PER-90781,29.0,Rosario,Argentina,JavaScript|Java,Angular,AWS CCP,2.0,Tecnólogo,IA,15736.0,profiles
PER-90782,33.0,Lima,Perú,Python|JavaScript,Vue|FastAPI,AWS CCP,0.0,Técnico,Backend,22.273,profiles
PER-90783,27.0,Monterrey,México,php|swift,.NET|Flask,GCP ACE,0.0,Posgrado,Data Science,15328.0,profiles
PER-90784,23.0,new york,USA,Swift|TypeScript|Java,React|Spring,Azure Fundamentals|Cisco CCNA,2.0,Técnico,Cloud,73401.0,profiles
PER-90785,23.0,???,Colombia,go,Vue|Django,AWS CCP|GCP ACE,0.0,Tecnólogo,Backend,10068.0,profiles
PER-90786,38.0,Seattle,USA,Python,Spring,Cisco CCNA|Azure Fundamentals,0.0,Pregrado,IA,107.759,profiles
PER-90787,30.0,Puebla,México,python,Django|Flask,Cisco CCNA,4.0,Técnico,Backend,26.245,profiles
PER-90788,35.0,Bogotá,Colombia,Kotlin|C#,FastAPI|Flask,AWS CCP,3.0,Posgrado,Cloud,14090.0,profiles
PER-90789,22.0,???,Chile,Scala|C#,Spring|.NET,Azure Fundamentals|None,2.0,Autodidacta,IA,16767.0,profiles
PER-90790,35.0,Buenos Aires,Argentina,scala|java,Spring|Spark,Unknown,1.0,Posgrado,IA,19278.0,profiles
PER-90791,,Guadalajara,México,PHP|C#,Laravel,Scrum Master|Azure Fundamentals,2.0,Técnico,Cloud,18563.0,profiles
PER-90792,38.0,Arequipa,Perú,C#|JavaScript|Kotlin,Angular|.NET,Unknown,5.0,Tecnólogo,Ciberseguridad,26457.0,profiles
PER-90793,34.0,Cali,Colombia,JavaScript|TypeScript,React,GCP ACE,4.0,Pregrado,Data Science,18.341,profiles
PER-90794,18.0,Lima,Perú,Go|TypeScript|Java,Spark,Scrum Master|GCP ACE,3.0,Autodidacta,Backend,14441.0,profiles
PER-90795,32.0,Monterrey,México,Go|Kotlin|Swift,Vue,Scrum Master|AWS CCP,0.0,Técnico,DevOps,25011.0,profiles
PER-90796,26.0,Austin,USA,Swift|Python,Spark|Vue,Unknown,6.0,Pregrado,Cloud,68.048,profiles
PER-90797,25.0,Arequipa,Perú,C#,FastAPI,Azure Fundamentals,3.0,Pregrado,IA,26401.0,profiles
PER-90798,20.0,New York,USA,Swift|R,Spring,AWS CCP,0.0,Pregrado,DevOps,105946.0,profiles
PER-90799,18.0,Rosario,Argentina,TypeScript,Node.js|Spark,Scrum Master,5.0,Autodidacta,Frontend,18180.0,profiles
PER-90800,29.0,Seattle,USA,TypeScript|Python|Go,Spark,AWS CCP|None,4.0,Pregrado,Ciberseguridad,89191.0,profiles
PER-90801,28.0,Buenos Aires,Argentina,TypeScript|Scala|C#,Flask,GCP ACE|Cisco CCNA,3.0,Autodidacta,BI/Analytics,32.786,profiles
PER-90802,27.0,Cartagena,Colombia,typescript|python,Angular|Spark,Scrum Master|Cisco CCNA,4.0,Tecnólogo,DevOps,19.242,profiles
PER-90803,30.0,NEW YORK,USA,TypeScript,Vue,Azure Fundamentals,4.0,Tecnólogo,Ciberseguridad,96414.0,profiles
PER-90804,25.0,Barcelona,España,Go|PHP|Scala,FastAPI|React,AWS CCP,4.0,Posgrado,Ciberseguridad,65652.0,profiles
PER-90805,18.0,Córdoba,Argentina,Go|JavaScript|Swift,.NET,Azure Fundamentals|GCP ACE,2.0,Tecnólogo,DevOps,19092.0,profiles
PER-90806,28.0,Buenos Aires,Argentina,Scala|C#,Laravel|Spring,GCP ACE,3.0,Pregrado,DevOps,18367.0,profiles
PER-90807,22.0,Buenos Aires,Argentina,Go|Kotlin,Laravel,Azure Fundamentals,1.0,Pregrado,DevOps,26080.0,profiles
PER-90808,29.0,Miami,USA,Java|TypeScript,Django|Laravel,Cisco CCNA,4.0,Posgrado,Data Science,141.33,profiles
PER-90809,,arequipa,Perú,Swift|Python,Spark,Azure Fundamentals|AWS CCP,4.0,Tecnólogo,BI/Analytics,18476.0,profiles
PER-90810,34.0,New York,USA,C#,Flask|Node.js,Scrum Master|None,5.0,Autodidacta,Frontend,,profiles
PER-90811,31.0,Sevilla,España,typescript|javascript|r,Flask,Cisco CCNA|None,0.0,Posgrado,BI/Analytics,33371.0,profiles
PER-90812,23.0,Santiago,Chile,Go|TypeScript|R,Laravel,GCP ACE,1.0,Autodidacta,Ciberseguridad,37442.0,profiles
PER-90813,25.0,AUSTIN,USA,c#,.NET|Node.js,Scrum Master|GCP ACE,4.0,Técnico,IA,72763.0,profiles
PER-90814,24.0,Valparaíso,Chile,kotlin|php|c#,Flask,Cisco CCNA,1.0,Tecnólogo,BI/Analytics,31.068,profiles
PER-90815,23.0,Medellín,Colombia,R|Swift,Django,GCP ACE,0.0,Pregrado,IA,18221.0,profiles
PER-90816,25.0,Buenos Aires,Argentina,R|Swift,Vue,GCP ACE,2.0,Tecnólogo,DevOps,14453.0,profiles
PER-90817,36.0,Cartagena,Colombia,JavaScript|Kotlin,FastAPI,Cisco CCNA,1.0,Tecnólogo,Data Science,7459.0,profiles
PER-90818,24.0,Córdoba,Argentina,R|Python,Laravel,GCP ACE,3.0,Tecnólogo,DevOps,26015.0,profiles
PER-90819,23.0,???,México,TypeScript|Java,Vue|Angular,Scrum Master|AWS CCP,1.0,Pregrado,Ciberseguridad,17.91,profiles
PER-90820,27.0,Arequipa,Perú,R|Kotlin,React|Angular,AWS CCP,4.0,Autodidacta,Data Science,21.075,profiles
PER-90821,35.0,Guadalajara,México,Kotlin|C#|JavaScript,Django|React,Scrum Master,1.0,Tecnólogo,BI/Analytics,18555.0,profiles
PER-90822,32.0,Rosario,Argentina,php|go|scala,Vue|FastAPI,Unknown,0.0,Tecnólogo,Frontend,19638.0,profiles
PER-90823,37.0,???,Argentina,Scala|TypeScript,Node.js,Scrum Master|Cisco CCNA,0.0,Pregrado,Backend,19683.0,profiles
PER-90824,26.0,Barcelona,España,swift,.NET|Laravel,None,4.0,Pregrado,DevOps,45571.0,profiles
PER-90825,29.0,AREQUIPA,Perú,typescript,Node.js|Spring,Cisco CCNA|GCP ACE,2.0,Autodidacta,Cloud,30834.0,profiles
PER-90826,28.0,Rosario,Argentina,Python|C#,Spring,GCP ACE,2.0,Tecnólogo,DevOps,23641.0,profiles
PER-90827,41.0,Valparaíso,Chile,r|go|java,Spark,AWS CCP,0.0,Tecnólogo,Cloud,33164.0,profiles
PER-90828,33.0,Arequipa,Perú,Kotlin|C#,Laravel,GCP ACE,2.0,Tecnólogo,Data Science,24989.0,profiles
