ID_Persona,Edad,Ciudad,País,Lenguajes_Dominio,Frameworks_Dominio,Certificaciones,Años_Experiencia,Nivel_Educativo,Área_Trabajo_Actual,Salario_Actual_USD
PER-90673,32,San Francisco,USA,Java|TypeScript,React,Azure Fundamentals|Scrum Master ,2.0,Autodidacta,Backend,94115
PER-90674,21,Guadalajara,México,Go|R,Angular,AWS CCP,1.0,Técnico,DevOps,US$ 27.174
PER-90675,31,Barcelona,España,Scala|PHP|Swift,Laravel|Angular,Azure Fundamentals,2.0,Tecnólogo,DevOps,$28045
PER-90676,38,Valparaíso,Chile,Go,Vue|FastAPI,Scrum Master,2.0,Pregrado,BI/Analytics,US$ 19.094
PER-90677,41,Valencia,España,Kotlin|Go|Scala,.NET,AWS CCP|Cisco CCNA,4.0,Técnico,Frontend,US$ 46.999
PER-90678,31,Concepción,Chile,Kotlin|Go,Spark,GCP ACE|None,1.0,Tecnólogo,Frontend,"$25,754"
PER-90679,24,Cali,Colombia,PHP|Kotlin,.NET,Scrum Master|Azure Fundamentals,0.0,Técnico,BI/Analytics,USD 13992
PER-90680,38,Santiago,Chile,Scala|JavaScript|Java,.NET,None,2.0,Tecnólogo,Data Science,36875
PER-90681,29,Puebla,México,TypeScript|Java|R,Angular|React,Azure Fundamentals|None,6.0,Técnico,Backend,US$ 26.155
PER-90682,30,New York,USA,JavaScript|Python,React|.NET,Cisco CCNA,4.0,Posgrado,DevOps,US$ 137.515
PER-90683,21,Concepción,Chile,R,Flask,AWS CCP,3.0,Posgrado,BI/Analytics,USD 20142
PER-90684,20,Lima,Perú,Swift|TypeScript,Django,Scrum Master|Cisco CCNA,2.0,Técnico,Cloud,USD 18357
PER-90685,28,New York,USA,Python|C#|PHP,Spark,Cisco CCNA,3.0,Autodidacta,IA,$96304
PER-90686,33,Rosario,Argentina,JavaScript,Angular,Azure Fundamentals,1.0,Posgrado,DevOps,$15497
PER-90687,39,Bogotá,Colombia,TypeScript|PHP,Spring|Node.js,Azure Fundamentals,6.0,Tecnólogo,IA,$8408
PER-90688,34,Cali,Colombia,TypeScript|Python,Spark|Node.js,Cisco CCNA,5.0,Posgrado,Frontend,US$ 16.740
PER-90689,18,Barcelona,España,JavaScript,Spring,None|Azure Fundamentals,3.0,Técnico,Cloud,$32037
PER-90690,29,AREQUIPA,Perú,TypeScript,Flask|Spring,Scrum Master|Azure Fundamentals,4.0,Pregrado,DevOps,US$ 14.805
PER-90691,35,Seattle,USA,PHP,React,Cisco CCNA|AWS CCP,2.0,Posgrado,Data Science,$161265
PER-90692,22,Monterrey,México,Swift|Kotlin|Java,Node.js|Flask,Scrum Master,2.0,Posgrado,Cloud,US$ 13.493
PER-90693,27,Sevilla,España,Kotlin|Java,Node.js|FastAPI,Cisco CCNA,3.0,Técnico,Data Science,$56120
PER-90694,32,Medellín,Colombia,Java|C#,FastAPI,Scrum Master,4.0,Técnico,Cloud,US$ 11.383
PER-90695,25,CDMX,México,Java,Node.js,AWS CCP|None,3.0,Autodidacta,BI/Analytics,USD 18075
PER-90696,29,Barranquilla,Colombia,go|r|c#,Vue|Angular,Azure Fundamentals,0.0,Pregrado,Backend,US$ 9.915
PER-90697,18,Madrid,España,scala|javascript|typescript,Django,None|AWS CCP,0.0,Técnico,Frontend,37899
PER-90698,24,Cusco,Perú,JavaScript,FastAPI,None,2.0,Autodidacta,IA,"$24,347"
PER-90699,18,Córdoba ,Argentina,JavaScript,.NET|Django,Cisco CCNA,2.0,Tecnólogo,Frontend,"$20,397"
PER-90700,19,???,USA,Swift|Go|Kotlin,Spark,None|Cisco CCNA,0.0,Pregrado,DevOps,US$ 92.667
PER-90701,22,Santiago,Chile,Scala|JavaScript|Go,Spark,Azure Fundamentals|AWS CCP ,2.0,Técnico,Ciberseguridad,$20251
PER-90702,26,Cali,Colombia,JavaScript|C#,React,AWS CCP,1.0,Autodidacta,DevOps,US$ 11.022
PER-90703,40,Lima,Perú,R|Scala,Django,None,0.0,Autodidacta,IA,USD 12755
PER-90704,31,Cusco,Perú,Kotlin|Swift,Node.js|React,None,6.0,Tecnólogo,Data Science,"$17,772"
PER-90705,18,Cusco,Perú,TypeScript|PHP,Angular|Node.js,GCP ACE,4.0,Tecnólogo,Ciberseguridad,USD 18782
PER-90706,23,New York,USA,C#|Go|Java,.NET|Vue,None,0.0,Posgrado,IA,US$ 140.334
PER-90707,25,New York,USA,PHP,Node.js|FastAPI,None|Azure Fundamentals,6.0,Tecnólogo,Data Science,"$153,814"
PER-90708,34,Monterrey,México,Java|C#,FastAPI,GCP ACE|Azure Fundamentals ,6.0,Autodidacta,Backend,US$ 25.212
PER-90709,25,Sevilla,España,R|Python,Flask,AWS CCP,2.0,Técnico,Cloud,US$ 35.861
PER-90710,18,Madrid,España,PHP,Spark|Django,None,3.0,Posgrado,Frontend,42956
PER-90711,35,New York,USA,TypeScript|Swift,Flask|Laravel,AWS CCP,0.0,Posgrado,Backend,US$ 85.271
PER-90712,,Sevilla,España,Scala|Go|Swift,.NET|Spark,Cisco CCNA,3.0,Pregrado,Frontend,"$43,427"
PER-90713,28,Córdoba,Argentina,PHP,FastAPI|Flask,Cisco CCNA ,,Tecnólogo,Cloud,$16712
PER-90714,25,Puebla,México,JavaScript|Swift,Spring|.NET,None ,2.0,Pregrado,IA,USD 23960
PER-90715,21,Guadalajara,México,Scala|Go,Vue|Laravel,Scrum Master|Azure Fundamentals,3.0,Técnico,BI/Analytics,$19635
PER-90716,30,CDMX,México,Go|C#,Angular|.NET,Scrum Master,5.0,Autodidacta,DevOps,USD 18951
PER-90717,26,San Francisco,USA,typescript,Flask,Cisco CCNA,0.0,Técnico,BI/Analytics,77680
PER-90718,32,bucaramanga,Colombia,Python|Java,Laravel,AWS CCP,2.0,Posgrado,Cloud,US$ 19.582
PER-90719,31,Seattle,USA,c#,FastAPI|Angular,Azure Fundamentals ,3.0,Pregrado,Ciberseguridad,111961
PER-90720,26,Lima,Perú,PHP,Node.js|React,Scrum Master,1.0,Técnico,DevOps,US$ 15.650
PER-90721,32,ROSARIO,Argentina,R|PHP,Node.js,Azure Fundamentals|Scrum Master,3.0,Posgrado,Frontend,19440
PER-90722,27,???,México,Java,Django|FastAPI,Azure Fundamentals|GCP ACE,5.0,Tecnólogo,Cloud,US$ 26.851
PER-90723,33,CDMX,México,javascript|go,Spark|Laravel,GCP ACE|AWS CCP,3.0,Autodidacta,Cloud,14697
PER-90724,25,???,Chile,Java,.NET,Scrum Master,1.0,Técnico,Ciberseguridad,US$ 27.873
PER-90725,31,Guadalajara,México,Swift|Python,Flask|.NET,AWS CCP,5.0,Posgrado,Data Science,25920
PER-90726,30,Rosario,Argentina,Java|Swift,Spark,GCP ACE,3.0,Técnico,Data Science,17192
PER-90727,38,Miami,USA,PHP,Spring|Laravel,AWS CCP,,Pregrado,IA,US$ 134.158
PER-90728,30,Córdoba,Argentina,Swift|TypeScript,FastAPI|Laravel,Cisco CCNA,0.0,Técnico,Cloud,$21304
PER-90729,30,Córdoba,Argentina,R|TypeScript,Spring,GCP ACE,2.0,Tecnólogo,IA,USD 34717
PER-90730,23,CDMX,México,R|TypeScript,.NET,Cisco CCNA,0.0,Autodidacta,Data Science,USD 22673
PER-90731,23,Santiago,Chile,Go|Python|Scala,Vue,Cisco CCNA,3.0,Pregrado,DevOps,USD 15391
PER-90732,18,Miami,USA,TypeScript,Angular|.NET,AWS CCP,1.0,Pregrado,IA,USD 134644
PER-90733,26,Rosario,Argentina,java|typescript,Angular|Spring,Cisco CCNA|Azure Fundamentals,5.0,Tecnólogo,Backend,US$ 15.295
PER-90734,41,sevilla,España,Kotlin|Swift|TypeScript,Django|Spark,Cisco CCNA,2.0,Posgrado,Data Science,$27119
PER-90735,33,Bucaramanga,Colombia,typescript,Vue,Scrum Master,,Posgrado,Frontend,US$ 9.526
PER-90736,29,Buenos Aires,Argentina,Scala|C#|TypeScript,React|FastAPI,GCP ACE|AWS CCP,2.0,Autodidacta,Frontend,USD 25235
PER-90737,26,Sevilla,España,PHP,FastAPI|Flask,Cisco CCNA,2.0,Autodidacta,Data Science,"$54,010"
PER-90738,22,Seattle,USA,python|java,.NET,Scrum Master,0.0,Posgrado,Frontend,97841
PER-90739,32,Cali,Colombia,JavaScript|Kotlin,Django|Flask,GCP ACE,4.0,Posgrado,BI/Analytics,7525
PER-90740,22,CDMX,México,PHP,React,None|Scrum Master ,4.0,Tecnólogo,IA,"$18,362"
PER-90741,26,Rosario,Argentina,PHP|Kotlin,React|.NET,Scrum Master|GCP ACE,4.0,Pregrado,Data Science,US$ 20.364
PER-90742,27,Monterrey,México,scala|javascript|java,React|FastAPI,AWS CCP|Cisco CCNA,2.0,Técnico,Frontend,US$ 21.385
PER-90743,31,Cusco,Perú,Go|Java|Scala,Flask,Azure Fundamentals,1.0,Posgrado,Cloud,"$14,142"
PER-90744,22,Valparaíso,Chile,PHP|Swift|Go,Spring|Vue,None|Scrum Master,5.0,Técnico,Data Science,USD 37841
PER-90745,25,Lima,Perú,TypeScript|Swift|Go,.NET,AWS CCP,1.0,Técnico,Backend,US$ 12.518
PER-90746,19,San Francisco,USA,R|PHP|C#,Spring|Angular,Cisco CCNA,0.0,Autodidacta,Frontend,US$ 78.377
PER-90747,35,Sevilla,España,TypeScript|PHP|C#,Angular,AWS CCP,5.0,Pregrado,Data Science,USD 40321
PER-90748,26,Austin,USA,R|Python|TypeScript,Laravel,Azure Fundamentals,4.0,Posgrado,Ciberseguridad,$115397
PER-90749,27,Barranquilla,Colombia,Kotlin|TypeScript|C#,Flask,Cisco CCNA|GCP ACE ,3.0,Posgrado,Data Science,"$15,975"
PER-90750,34,Cartagena,Colombia,Scala|PHP,Laravel,Azure Fundamentals|Cisco CCNA,3.0,Posgrado,Data Science,$11168
PER-90751,33,Córdoba,Argentina,Swift,.NET|Laravel,Scrum Master|Azure Fundamentals,1.0,Tecnólogo,Frontend,19809
PER-90752,18,Concepción,Chile,c#,Vue|Node.js,Cisco CCNA,3.0,Tecnólogo,Cloud,US$ 22.520
PER-90753,18,Seattle,USA,TypeScript,Node.js|.NET,Scrum Master ,4.0,Tecnólogo,Backend,USD 79991
PER-90754,36,???,México,Java|Swift,Spring,None,4.0,Técnico,Cloud,"$15,307"
PER-90755,24,Puebla,México,TypeScript|Swift,Angular,Cisco CCNA|Azure Fundamentals ,3.0,Tecnólogo,Ciberseguridad,US$ 15.382
PER-90756,27,Lima,Perú,Go|Scala,.NET,Scrum Master|GCP ACE,3.0,Posgrado,Frontend,$22026
PER-90757,28,Austin,USA,Python|JavaScript,Angular,Azure Fundamentals,4.0,Técnico,DevOps,US$ 66.967
PER-90758,32,Cali,Colombia,PHP|Swift,FastAPI|.NET,Scrum Master,1.0,Pregrado,Backend,$10450
PER-90759,29,Santiago,Chile,Scala|Kotlin|Go,Spark,AWS CCP,3.0,Tecnólogo,IA,USD 16725
PER-90760,32,Miami,USA,Kotlin|TypeScript,React|Flask,GCP ACE,4.0,Posgrado,Frontend,"$95,734"
PER-90761,,???,España,Kotlin|Swift|C#,FastAPI|Vue,GCP ACE,4.0,Autodidacta,DevOps,USD 38352
PER-90762,35,Cartagena,Colombia,Scala,FastAPI,Scrum Master|None,3.0,Autodidacta,Cloud,USD 18119
PER-90763,28,Rosario,Argentina,C#,Vue,Azure Fundamentals,4.0,Tecnólogo,IA,US$ 20.939
PER-90764,32,Santiago,Chile,PHP|Go,Angular|.NET,GCP ACE|None,0.0,Tecnólogo,Backend,US$ 28.605
PER-90765,28,Buenos Aires,Argentina,Go|R|TypeScript,React,GCP ACE,2.0,Pregrado,Ciberseguridad,USD 26944
PER-90766,24,Cusco,Perú,Go|R,Spark|.NET,Azure Fundamentals,1.0,Técnico,Ciberseguridad,US$ 22.004
PER-90767,21,cusco,Perú,Kotlin|Go,React,Azure Fundamentals,6.0,Posgrado,IA,$16077
PER-90768,24,Cali,Colombia,TypeScript|R|Java,Django|React,GCP ACE|None,0.0,Tecnólogo,IA,9514
PER-90769,27,Miami,USA,PHP,Flask|React,Scrum Master,5.0,Tecnólogo,Backend,$69160
PER-90770,28,Rosario,Argentina,Swift|PHP|JavaScript,Django|React,Azure Fundamentals,3.0,Posgrado,Ciberseguridad,"$28,757"
PER-90771,33,Lima,Perú,javascript|scala,Spark,GCP ACE|None,5.0,Técnico,Data Science,"$13,398"
PER-90772,25,Córdoba,Argentina,JavaScript,.NET|Angular,Cisco CCNA|AWS CCP,1.0,Técnico,Frontend,23601
PER-90773,27,???,Colombia,Kotlin|C#,Django,Azure Fundamentals|Cisco CCNA ,2.0,Pregrado,Backend,USD 19283
PER-90774,33,???,Perú,Python|Go|Kotlin,Vue,Azure Fundamentals ,1.0,Autodidacta,IA,$18782
PER-90775,21,Valencia,España,Java|C#,Vue,Azure Fundamentals|None,3.0,Técnico,Frontend,26694
PER-90776,23,Cartagena,Colombia,Kotlin|Scala,Flask,GCP ACE|Scrum Master,0.0,Autodidacta,Ciberseguridad,$19715
PER-90777,28,Buenos Aires,Argentina,TypeScript|C#,Node.js|Django,GCP ACE|Cisco CCNA,2.0,Tecnólogo,DevOps,USD 20928
PER-90778,25,Arequipa,Perú,Python|C#,Laravel,Azure Fundamentals,1.0,Autodidacta,Ciberseguridad,$28455
PER-90779,33,Miami,USA,JavaScript|Go,Spring,AWS CCP,2.0,Tecnólogo,Frontend,US$ 109.745
PER-90780,20,Guadalajara,México,Python|JavaScript,Spark|Django,None|Scrum Master ,6.0,Tecnólogo,Backend,15605
PER-90781,29,Rosario,Argentina,JavaScript|Java,Angular,AWS CCP,2.0,Tecnólogo,IA,"$15,736"
PER-90782,33,Lima,Perú,Python|JavaScript,Vue|FastAPI,AWS CCP,0.0,Técnico,Backend,US$ 22.273
PER-90783,27,Monterrey,México,php|swift,.NET|Flask,GCP ACE,0.0,Posgrado,Data Science,"$15,328"
PER-90784,23,new york,USA,Swift|TypeScript|Java,React|Spring,Azure Fundamentals|Cisco CCNA,2.0,Técnico,Cloud,"$73,401"
PER-90785,23,???,Colombia,go,Vue|Django,AWS CCP|GCP ACE,0.0,Tecnólogo,Backend,$10068
PER-90786,38,Seattle,USA,Python,Spring,Cisco CCNA|Azure Fundamentals,0.0,Pregrado,IA,US$ 107.759
PER-90787,30,Puebla,México,python,Django|Flask,Cisco CCNA,4.0,Técnico,Backend,US$ 26.245
PER-90788,35,Bogotá,Colombia,Kotlin|C#,FastAPI|Flask,AWS CCP,3.0,Posgrado,Cloud,14090
PER-90789,22,???,Chile,Scala|C#,Spring|.NET,Azure Fundamentals|None,2.0,Autodidacta,IA,16767
PER-90790,35,Buenos Aires,Argentina,scala|java,Spring|Spark,None,1.0,Posgrado,IA,$19278
PER-90791,,Guadalajara,México,PHP|C#,Laravel,Scrum Master|Azure Fundamentals,2.0,Técnico,Cloud,"$18,563"
PER-90792,38,Arequipa,Perú,C#|JavaScript|Kotlin,Angular|.NET,None,5.0,Tecnólogo,Ciberseguridad,$26457
PER-90793,34,Cali,Colombia,JavaScript|TypeScript,React,GCP ACE,4.0,Pregrado,Data Science,US$ 18.341
PER-90794,18,Lima,Perú,Go|TypeScript|Java,Spark,Scrum Master|GCP ACE,3.0,Autodidacta,Backend,$14441
PER-90795,32,Monterrey,México,Go|Kotlin|Swift,Vue,Scrum Master|AWS CCP,0.0,Técnico,DevOps,$25011
PER-90796,26,Austin,USA,Swift|Python,Spark|Vue,None,6.0,Pregrado,Cloud,US$ 68.048
PER-90797,25,Arequipa,Perú,C#,FastAPI,Azure Fundamentals,3.0,Pregrado,IA,$26401
PER-90798,20,New York,USA,Swift|R,Spring,AWS CCP,0.0,Pregrado,DevOps,"$105,946"
PER-90799,18,Rosario,Argentina,TypeScript,Node.js|Spark,Scrum Master,5.0,Autodidacta,Frontend,$18180
PER-90800,29,Seattle,USA,TypeScript|Python|Go,Spark,AWS CCP|None ,4.0,Pregrado,Ciberseguridad,89191
PER-90801,28,Buenos Aires ,Argentina,TypeScript|Scala|C#,Flask,GCP ACE|Cisco CCNA ,3.0,Autodidacta,BI/Analytics,US$ 32.786
PER-90802,27,Cartagena,Colombia,typescript|python,Angular|Spark,Scrum Master|Cisco CCNA,4.0,Tecnólogo,DevOps,US$ 19.242
PER-90803,30,NEW YORK,USA,TypeScript,Vue,Azure Fundamentals,4.0,Tecnólogo,Ciberseguridad,96414
PER-90804,25,Barcelona,España,Go|PHP|Scala,FastAPI|React,AWS CCP,4.0,Posgrado,Ciberseguridad,$65652
PER-90805,18,Córdoba,Argentina,Go|JavaScript|Swift,.NET,Azure Fundamentals|GCP ACE,2.0,Tecnólogo,DevOps,USD 19092
PER-90806,28,Buenos Aires,Argentina,Scala|C#,Laravel|Spring,GCP ACE,3.0,Pregrado,DevOps,USD 18367
PER-90807,22,Buenos Aires,Argentina,Go|Kotlin,Laravel,Azure Fundamentals,1.0,Pregrado,DevOps,26080
PER-90808,29,Miami,USA,Java|TypeScript,Django|Laravel,Cisco CCNA,4.0,Posgrado,Data Science,US$ 141.330
PER-90809,,arequipa,Perú,Swift|Python,Spark,Azure Fundamentals|AWS CCP,4.0,Tecnólogo,BI/Analytics,18476
PER-90810,34,New York,USA,C#,Flask|Node.js,Scrum Master|None,5.0,Autodidacta,Frontend,USD 151709
PER-90811,31,Sevilla,España,typescript|javascript|r,Flask,Cisco CCNA|None,0.0,Posgrado,BI/Analytics,USD 33371
PER-90812,23,Santiago,Chile,Go|TypeScript|R,Laravel,GCP ACE ,1.0,Autodidacta,Ciberseguridad,"$37,442"
PER-90813,25,AUSTIN,USA,c#,.NET|Node.js,Scrum Master|GCP ACE,4.0,Técnico,IA,USD 72763
PER-90814,24,Valparaíso,Chile,kotlin|php|c#,Flask,Cisco CCNA ,1.0,Tecnólogo,BI/Analytics,US$ 31.068
PER-90815,23,Medellín,Colombia,R|Swift,Django,GCP ACE,0.0,Pregrado,IA,$18221
PER-90816,25,Buenos Aires,Argentina,R|Swift,Vue,GCP ACE,2.0,Tecnólogo,DevOps,14453
PER-90817,36,Cartagena,Colombia,JavaScript|Kotlin,FastAPI,Cisco CCNA,1.0,Tecnólogo,Data Science,$7459
PER-90818,24,Córdoba,Argentina,R|Python,Laravel,GCP ACE,,Tecnólogo,DevOps,"$26,015"
PER-90819,23,???,México,TypeScript|Java,Vue|Angular,Scrum Master|AWS CCP,1.0,Pregrado,Ciberseguridad,US$ 17.910
PER-90820,27,Arequipa,Perú,R|Kotlin,React|Angular,AWS CCP,4.0,Autodidacta,Data Science,US$ 21.075
PER-90821,35,Guadalajara,México,Kotlin|C#|JavaScript,Django|React,Scrum Master,1.0,Tecnólogo,BI/Analytics,$18555
PER-90822,32,Rosario,Argentina,php|go|scala,Vue|FastAPI,None,0.0,Tecnólogo,Frontend,"$19,638"
PER-90823,37,???,Argentina,Scala|TypeScript,Node.js,Scrum Master|Cisco CCNA,0.0,Pregrado,Backend,USD 19683
PER-90824,26,Barcelona,España,swift,.NET|Laravel,None ,4.0,Pregrado,DevOps,45571
PER-90825,29,AREQUIPA,Perú,typescript,Node.js|Spring,Cisco CCNA|GCP ACE,2.0,Autodidacta,Cloud,"$30,834"
PER-90826,28,Rosario,Argentina,Python|C#,Spring,GCP ACE,2.0,Tecnólogo,DevOps,23641
PER-90827,41,Valparaíso,Chile,r|go|java,Spark,AWS CCP,0.0,Tecnólogo,Cloud,$33164
PER-90828,33,Arequipa,Perú,Kotlin|C#,Laravel,GCP ACE,2.0,Tecnólogo,Data Science,24989
PER-90829,23,Barcelona,España,r|c#,Spring|Spark,AWS CCP|Scrum Master ,3.0,Tecnólogo,BI/Analytics,US$ 35.821
PER-90830,29,Monterrey,México,Swift,React,Scrum Master,4.0,Autodidacta,Backend,20974
PER-90831,31,Barcelona,España,c#|swift|r,Vue,GCP ACE,0.0,Tecnólogo,Frontend,US$ 33.821
PER-90832,26,Cartagena,Colombia,Go|C#|Python,FastAPI,Azure Fundamentals|None,5.0,Autodidacta,Cloud,USD 15120
PER-90833,28,Sevilla,España,Python,Vue|Laravel,AWS CCP ,3.0,Pregrado,DevOps,33113
PER-90834,26,Valparaíso,Chile,TypeScript|Kotlin,Vue|FastAPI,Azure Fundamentals ,1.0,Posgrado,Frontend,34880
PER-90835,33,Rosario,Argentina,Scala|PHP|C#,React,AWS CCP,1.0,Tecnólogo,Frontend,US$ 24.433
PER-90836,21,Santiago,Chile,python|go,FastAPI|Django,AWS CCP,1.0,Tecnólogo,Cloud,"$19,798"
PER-90837,18,Lima,Perú,scala|java|c#,Node.js,GCP ACE,2.0,Tecnólogo,Frontend,"$22,453"
PER-90838,37,Santiago,Chile,JavaScript|R,FastAPI|Angular,Azure Fundamentals,2.0,Autodidacta,Ciberseguridad,USD 23748
PER-90839,28,Buenos Aires,Argentina,TypeScript|R|Scala,Angular,AWS CCP|None,2.0,Posgrado,Ciberseguridad,$31224
PER-90840,31,bucaramanga,Colombia,PHP,Flask,None,1.0,Autodidacta,Backend,"$9,985"
PER-90841,32,Austin,USA,Go|Python|R,.NET|FastAPI,GCP ACE|Cisco CCNA,4.0,Posgrado,BI/Analytics,"$93,132"
PER-90842,33,Lima,Perú,Kotlin|Go,Angular|.NET,Azure Fundamentals|GCP ACE,6.0,Autodidacta,Ciberseguridad,14334
PER-90843,26,Valparaíso,Chile,Java|Swift,Spark,GCP ACE,2.0,Autodidacta,DevOps,"$25,946"
PER-90844,21,Puebla,México,Java|Swift,.NET,GCP ACE,5.0,Tecnólogo,Ciberseguridad,$17346
PER-90845,26,Buenos Aires,Argentina,Python|R,Vue,AWS CCP|None,6.0,Pregrado,IA,US$ 15.750
PER-90846,28,Córdoba,Argentina,JavaScript|TypeScript,.NET|Spark,Cisco CCNA|None,1.0,Autodidacta,Backend,$18632
PER-90847,31,CDMX,México,Scala,Vue,None,4.0,Autodidacta,Cloud,USD 15205
PER-90848,29,Cusco ,Perú,Java,Vue,AWS CCP,2.0,Tecnólogo,Data Science,10224
PER-90849,29,San Francisco,USA,Python,FastAPI|Spring,Azure Fundamentals|AWS CCP,2.0,Pregrado,DevOps,USD 84000
PER-90850,29,Lima,Perú,TypeScript|Kotlin|C#,Django,None|Cisco CCNA ,0.0,Autodidacta,IA,USD 31145
PER-90851,26,Cali,Colombia,java|c#|r,Flask,Azure Fundamentals,4.0,Técnico,DevOps,US$ 14.030
PER-90852,26,Cali,Colombia,Go|Python,FastAPI,AWS CCP,1.0,Técnico,Data Science,US$ 13.010
PER-90853,32,guadalajara,México,javascript,Angular,AWS CCP,5.0,Técnico,IA,$27299
PER-90854,28,Buenos Aires,Argentina,swift,Laravel,AWS CCP,2.0,Tecnólogo,DevOps,$26551
PER-90855,28,Medellín,Colombia,Swift|C#|Java,FastAPI,None|Scrum Master,4.0,Técnico,BI/Analytics,13245
PER-90856,27,Seattle,USA,R|JavaScript,Django|Flask,Scrum Master,1.0,Tecnólogo,BI/Analytics,"$139,724"
PER-90857,34,Santiago,Chile,C#|Scala,Spark|Angular,GCP ACE,1.0,Técnico,Data Science,22460
PER-90858,24,Guadalajara,México,Scala,Flask,Cisco CCNA,0.0,Pregrado,Ciberseguridad,14538
PER-90859,34,San Francisco,USA,C#|JavaScript|TypeScript,Django,Azure Fundamentals,4.0,Tecnólogo,IA,"$86,236"
PER-90860,19,Valparaíso,Chile,Scala|JavaScript,Vue,Cisco CCNA,1.0,Tecnólogo,DevOps,US$ 23.430
PER-90861,34,Barranquilla,Colombia,Swift|Scala|C#,Vue,Cisco CCNA|Azure Fundamentals,4.0,Autodidacta,BI/Analytics,USD 15807
PER-90862,29,Sevilla,España,php,Angular|Laravel,None,1.0,Pregrado,Frontend,$43217
PER-90863,27,Puebla,México,scala|kotlin|typescript,React|Laravel,Azure Fundamentals|AWS CCP,0.0,Pregrado,Ciberseguridad,$29106
PER-90864,28,guadalajara,México,Kotlin|R,Vue,None|Scrum Master,4.0,Técnico,BI/Analytics,$14606
PER-90865,,Seattle,USA,Kotlin|Swift|Java,Laravel|.NET,Azure Fundamentals,3.0,Autodidacta,Data Science,76418
PER-90866,29,Cusco,Perú,Swift|PHP|Python,Angular|Django,None,0.0,Posgrado,DevOps,$25738
PER-90867,29,Seattle,USA,Java,React|Laravel,Scrum Master,3.0,Pregrado,Backend,USD 107389
PER-90868,36,Medellín,Colombia,R|Python,Laravel|.NET,None,2.0,Pregrado,BI/Analytics,7000
PER-90869,35,Guadalajara,México,PHP|Python,Laravel|Angular,Azure Fundamentals|Cisco CCNA,3.0,Autodidacta,IA,$18763
PER-90870,32,Monterrey,México,C#|Swift,Node.js,AWS CCP ,1.0,Técnico,Cloud,US$ 26.834
PER-90871,33,Buenos Aires,Argentina,Kotlin|C#,Spark|.NET,None ,0.0,Autodidacta,DevOps,US$ 17.058
PER-90872,37,Cartagena,Colombia,TypeScript|Swift,.NET|Flask,AWS CCP|Scrum Master,2.0,Tecnólogo,BI/Analytics,9711
PER-90873,24,Valparaíso,Chile,C#|TypeScript,Flask,Azure Fundamentals,2.0,Pregrado,Frontend,US$ 22.294
PER-90874,32,Bucaramanga,Colombia,Python|TypeScript|Scala,Node.js,GCP ACE,4.0,Posgrado,Cloud,"$12,242"
PER-90875,19,Austin,USA,php|python,FastAPI,Azure Fundamentals,1.0,Posgrado,Frontend,"$115,020"
PER-90876,29,Puebla,México,C#,Django|Spring,Azure Fundamentals,4.0,Posgrado,BI/Analytics,$16577
PER-90877,31,Cali,Colombia,TypeScript|JavaScript,Laravel|Node.js,Cisco CCNA,4.0,Técnico,Ciberseguridad,$17786
PER-90878,30,BARCELONA,España,Java|Kotlin,FastAPI,None|AWS CCP,5.0,Autodidacta,DevOps,44803
PER-90879,27,Bucaramanga,Colombia,R,Node.js,AWS CCP,4.0,Pregrado,BI/Analytics,US$ 16.690
PER-90880,38,Lima ,Perú,C#|JavaScript,Vue,Scrum Master,2.0,Pregrado,DevOps,"$16,916"
PER-90881,25,Bogotá,Colombia,kotlin|java,Spark|.NET,Scrum Master,2.0,Técnico,DevOps,"$9,388"
PER-90882,34,Barcelona,España,Python|C#,.NET|React,Azure Fundamentals|GCP ACE,5.0,Pregrado,Frontend,"$41,506"
PER-90883,23,Madrid,España,PHP,Vue,Azure Fundamentals|None,3.0,Tecnólogo,Data Science,USD 34743
PER-90884,23,Miami,USA,C#,React|Vue,Azure Fundamentals,2.0,Técnico,BI/Analytics,USD 65759
PER-90885,30,Rosario,Argentina,Kotlin|R,Vue|.NET,Azure Fundamentals,0.0,Posgrado,IA,$30707
PER-90886,25,Rosario,Argentina,Swift,Vue|React,Cisco CCNA,2.0,Autodidacta,Cloud,US$ 22.667
PER-90887,30,Monterrey,México,Swift|R,Laravel,GCP ACE|Scrum Master,2.0,Tecnólogo,Backend,"$14,734"
PER-90888,32,Arequipa,Perú,swift|typescript,FastAPI,None,1.0,Pregrado,BI/Analytics,USD 27366
PER-90889,34,Cusco,Perú,Swift|Kotlin|Python,FastAPI|Vue,None,1.0,Autodidacta,Data Science,"$20,794"
PER-90890,45,Córdoba,Argentina,Java|TypeScript|C#,Angular|FastAPI,Scrum Master|None,5.0,Pregrado,IA,23669
PER-90891,35,Cordoba,Argentina,Go|Python|TypeScript,Angular|Flask,None,3.0,Posgrado,IA,17213
PER-90892,34,Cusco,Perú,TypeScript|C#,React|Flask,GCP ACE|AWS CCP,5.0,Posgrado,Backend,13359
PER-90893,27,Medellín,Colombia,PHP|Java|Kotlin,Django,Cisco CCNA ,1.0,Técnico,Frontend,US$ 9.780
PER-90894,28,Córdoba,Argentina,TypeScript|Go,Spark|.NET,GCP ACE,3.0,Tecnólogo,Ciberseguridad,$13961
PER-90895,26,Rosario,Argentina,JavaScript|Scala|Python,Node.js,Scrum Master,6.0,Tecnólogo,IA,USD 19326
