ID_Oferta,Empresa,Ciudad,País,Cargo,Lenguaje,Framework,Nivel_Seniority,Salario_Anual_USD,Modalidad,Fecha_Publicación
JOB-100687,Atlas Systems,Austin,USA,Cybersecurity Analyst,Kotlin,Django,Mid,$94299,Híbrido,09-01-2022
JOB-100688,RocketSoft,Buenos Aires,Argentina,Data Analyst,Java,Angular,Junior,17509,Híbrido,2023-03-30
JOB-100689,DataNova,Cusco,Perú,Data Engineer,Swift,.NET,Senior,"$29,439",Remoto,27/12/2022
JOB-100690,Lambda Solutions,Rosario ,Argentina,Fullstack Developer,R,Django,Mid,$17966,Remoto,2023-09-15
JOB-100691,Lambda Solutions,,México,DevOps Engineer,C#,FastAPI,Senior,USD 22769,Presencial,05/03/2024
JOB-100692,QuantumWare,Miami,USA,Data Analyst,Java,Flask,Junior,"$70,950",Presencial,2022-06-29
JOB-100693,DevOpsLab,Valparaíso,Chile,BI Developer,Swift,React,Senior,39399,Híbrido,2022/11/01
JOB-100694,IA Factory,cali,Colombia,Cloud Architect,Go,Vue,Mid,9885,Híbrido,2023/09/10
JOB-100695,DevOpsLab,Barcelona,España,Data Analyst,Java,React,Senior,USD 52299,Híbrido,2022-11-25
JOB-100696,Vertex AI,Arequipa,Perú,DevOps Engineer,C#,FastAPI,Junior,,Remoto,2024/04/28
JOB-100697,Lambda Solutions,Sevilla,España,ML Engineer,Python,Vue,Mid,39530,Remoto,24-08-2024
JOB-100698,RocketSoft,santiago,Chile,ML Engineer,Java,Vue,Mid,19169,Presencial,13/01/2025
JOB-100699,QuantumWare,Monterrey,México,Cybersecurity Analyst,Java,Spark,Junior,US$ 15.212,Remoto,2024/06/28
JOB-100700,QuantumWare,Santiago,Chile,Frontend Developer,C#,Angular,Mid,US$ 23.137,Híbrido,21-02-2024
JOB-100701,IA Factory,Barcelona,España,ML Engineer,JavaScript,Angular,Junior,"$29,378",Híbrido,31/12/2024
JOB-100702,IA Factory,Austin,USA,ML Engineer,R,Flask,Mid,US$ 102.491,Remoto,2022-05-11
JOB-100703,CyberShield,Cali,Colombia,BI Developer,TypeScript,Laravel,Junior,"$11,247",Híbrido,2024/12/20
JOB-100704,QuantumWare,Cusco,Perú,BI Developer,R,Vue,Senior,US$ 18.785,Híbrido,24/02/2023
JOB-100705,QuantumWare,CDMX,México,Cloud Architect,C#,.NET,Mid,$20709,Híbrido,2023/07/04
JOB-100706,GreenBit,Madrid,España,Data Engineer,Go,Spark,Mid,US$ 41.181,Presencial,23-02-2022
JOB-100707,BluePixel,Bogotá,Colombia,Frontend Developer,Java,FastAPI,Mid,USD 11469,Híbrido,14-12-2023
JOB-100708,Lambda Solutions,Bucaramanga,Colombia,DevOps Engineer,TypeScript,Spring,Mid,$14527,Híbrido,2022/11/04
JOB-100709,Lambda Solutions,lima,Perú,Data Engineer,R,FastAPI,Senior,"$25,913",Híbrido,06-04-2023
JOB-100710,DevOpsLab,Santiago,Chile,BI Developer,Kotlin,Laravel,Senior,USD 41790,Híbrido,15/03/2022
JOB-100711,CloudForge,Sevilla,España,Data Engineer,Go,Node.js,Mid,"$34,621",Remoto,19/07/2023
JOB-100712,Atlas Systems,Puebla,México,ML Engineer,Kotlin,Vue,Junior,$12527,Híbrido,2024/11/01
JOB-100713,CyberShield,Buenos Aires,Argentina,Data Analyst,PHP,FastAPI,Junior,$18939,Híbrido,12/06/2023
JOB-100714,DevOpsLab,Rosario ,Argentina,Data Scientist,JavaScript,React,Senior,US$ 37.089,Híbrido,2024-08-17
JOB-100715,Atlas Systems,,USA,Data Engineer,C#,Vue,Senior,$145644,Híbrido,27/07/2025
JOB-100716,DevOpsLab,puebla,México,BI Developer,Swift,Laravel,Mid,"$20,406",Presencial,2025/01/05
JOB-100717,CodeWorks,Córdoba,Argentina,Fullstack Developer,Kotlin,Flask,Junior,"$14,862",Presencial,21/08/2022
JOB-100718,SoftSmart,Córdoba,Argentina,Cloud Architect,JavaScript,Flask,Mid,$16024,Remoto,2022/11/10
JOB-100719,QuantumWare,Bogotá,Colombia,Data Scientist,TypeScript,FastAPI,Junior,"$9,274",Remoto,03/08/2022
JOB-100720,Lambda Solutions,???,Chile,Data Analyst,Scala,Flask,Mid,USD 30626,Remoto,22/11/2024
JOB-100721,CyberShield,Cali,Colombia,Cloud Architect,TypeScript,FastAPI,Mid,US$ 8.651,Híbrido,2022/08/06
JOB-100722,Atlas Systems,Austin ,USA,BI Developer,Scala,Vue,Junior,US$ 70.353,Remoto,11-05-2025
JOB-100723,SoftSmart,CDMX,México,Data Engineer,JavaScript,Django,Senior,"$17,963",Remoto,2023/06/21
JOB-100724,CyberShield,santiago,Chile,Data Analyst,PHP,React,Senior,US$ 35.568,Presencial,2024-05-12
JOB-100725,NeoTech,Madrid,España,ML Engineer,Scala,Django,Junior,USD 34386,Presencial,2024/03/28
JOB-100726,CodeWorks,Buenos Aires,Argentina,BI Developer,C#,Flask,Senior,$22780,Híbrido,28-03-2025
JOB-100727,GreenBit,valparaíso,Chile,ML Engineer,Python,Laravel,Mid,"$23,464",Remoto,2024/11/05
JOB-100728,RocketSoft,Cali,Colombia,Cloud Architect,Scala,Flask,Mid,$14386,Presencial,03-04-2023
JOB-100729,RocketSoft,Monterrey,México,Backend Developer,PHP,Node.js,Mid,USD 17761,Remoto,2023-09-26
JOB-100730,DataNova,Valparaíso,Chile,Data Scientist,Scala,Angular,Mid,"$20,352",Remoto,2024/02/14
JOB-100731,CloudForge,Medellín,Colombia,MLOps Engineer,Kotlin,Laravel,Junior,$7704,Híbrido,03-08-2025
JOB-100732,GreenBit,New York,USA,Cloud Architect,Python,Vue,Mid,"$66,291",Híbrido,2022/01/05
JOB-100733,SoftSmart,Valparaíso,Chile,Data Analyst,TypeScript,Django,Senior,US$ 39.059,Remoto,28-06-2022
JOB-100734,QuantumWare,,Chile,BI Developer,Java,Spark,Senior,US$ 31.082,Presencial,06/02/2022
JOB-100735,CyberShield,CDMX,México,MLOps Engineer,Java,Vue,Junior,US$ 16.669,Híbrido,13/10/2025
JOB-100736,Vertex AI,Cusco,Perú,Data Scientist,Java,Flask,Senior,US$ 28.477,Presencial,2025/03/25
JOB-100737,Lambda Solutions,cusco,Perú,ML Engineer,Kotlin,Django,Senior,$22705,Remoto,04-06-2022
JOB-100738,RocketSoft,Barcelona,España,Data Analyst,PHP,Spring,Senior,48986,Híbrido,2025/09/18
JOB-100739,Orion Cloud,BARCELONA,España,BI Developer,Go,.NET,Mid,US$ 42.438,Híbrido,15-01-2024
JOB-100740,Atlas Systems,New York ,USA,Cloud Architect,Python,Angular,Senior,$135981,Remoto,2023-10-19
JOB-100741,GreenBit,Santiago ,Chile,Cloud Architect,Scala,React,Senior,,Remoto,2025/09/19
JOB-100742,CyberShield,Puebla,México,BI Developer,Swift,FastAPI,Mid,US$ 13.552,Presencial,21-12-2023
JOB-100743,CloudForge,Lima,Perú,MLOps Engineer,PHP,Spring,Mid,"$20,423",Presencial,2022/11/21
JOB-100744,NeoTech,Miami,USA,Frontend Developer,Python,.NET,Mid,USD 82526,Presencial,30-06-2023
JOB-100745,Orion Cloud,Barcelona,España,Data Analyst,Python,Node.js,Junior,$20051,Presencial,14/06/2023
JOB-100746,CodeWorks,Austin,USA,Fullstack Developer,Python,Laravel,Senior,"$120,692",Remoto,2022/07/22
JOB-100747,CyberShield,Lima,Perú,Cloud Architect,C#,Node.js,Mid,"$19,139",Remoto,27/10/2025
JOB-100748,GreenBit,Arequipa,Perú,Frontend Developer,TypeScript,Node.js,Senior,USD 33127,Remoto,2022-01-18
JOB-100749,SoftSmart,Medellín,Colombia,Data Engineer,PHP,Vue,Mid,US$ 11.328,Remoto,15/10/2023
JOB-100750,Vertex AI,Rosario,Argentina,ML Engineer,PHP,React,Senior,USD 22414,Híbrido,2022/05/22
JOB-100751,SoftSmart,Bogotá,Colombia,Frontend Developer,Kotlin,Vue,Junior,$12657,Presencial,2022/12/25
JOB-100752,Vertex AI,Rosario,Argentina,Data Analyst,Swift,React,Senior,$28672,Presencial,12-12-2024
JOB-100753,SoftSmart,Arequipa,Perú,ML Engineer,Swift,Vue,Junior,$13835,Híbrido,2022-10-09
JOB-100754,DevOpsLab,Arequipa,Perú,Frontend Developer,Swift,.NET,Junior,US$ 12.075,Híbrido,2024/04/04
JOB-100755,SoftSmart,???,México,Data Engineer,JavaScript,Vue,Mid,$15289,Híbrido,2023/01/07
JOB-100756,SoftSmart,Seattle,USA,Fullstack Developer,Swift,Vue,Junior,USD 92856,Híbrido,04-04-2023
JOB-100757,Vertex AI,Buenos Aires,Argentina,Data Engineer,TypeScript,Spark,Mid,19187,Remoto,17/12/2023
JOB-100758,Lambda Solutions,Buenos Aires,Argentina,Backend Developer,C#,React,Junior,USD 14709,Remoto,30-05-2022
JOB-100759,Orion Cloud,New York,USA,Data Engineer,Java,Node.js,Mid,"$87,733",Híbrido,2022/05/09
JOB-100760,Atlas Systems,Barcelona,España,Data Scientist,C#,Spring,Junior,$37549,Remoto,2024-06-05
JOB-100761,SoftSmart,Valparaíso,Chile,Fullstack Developer,Go,Laravel,Mid,"$22,789",Presencial,26-10-2022
JOB-100762,CyberShield,Arequipa,Perú,Frontend Developer,R,Laravel,Senior,$27574,Remoto,02/06/2022
JOB-100763,DevOpsLab,Puebla,México,Cybersecurity Analyst,PHP,Django,Junior,US$ 14.974,Híbrido,2023/01/15
JOB-100764,CodeWorks,???,Colombia,Backend Developer,C#,Spark,Junior,US$ 9.944,Presencial,2024/10/14
JOB-100765,RocketSoft,Rosario,Argentina,Fullstack Developer,R,Vue,Junior,US$ 13.894,Híbrido,2025/04/02
JOB-100766,IA Factory,Concepción,Chile,MLOps Engineer,R,Laravel,Junior,"$21,975",Remoto,2022-11-30
JOB-100767,IA Factory,Concepción,Chile,Backend Developer,Scala,Laravel,Junior,,Remoto,18-04-2024
JOB-100768,CodeWorks,Barranquilla,Colombia,Backend Developer,Kotlin,Flask,Junior,US$ 9.524,Remoto,29-03-2022
JOB-100769,RocketSoft,Seattle,USA,BI Developer,Java,.NET,Senior,"$114,651",Híbrido,21/10/2024
JOB-100770,CodeWorks,Lima,Perú,Data Analyst,JavaScript,Node.js,Senior,20318,Híbrido,21-08-2023
JOB-100771,SoftSmart,Santiago,Chile,Data Scientist,Python,React,Mid,US$ 25.715,Remoto,17/03/2022
JOB-100772,Vertex AI,Valparaíso,Chile,MLOps Engineer,R,Laravel,Junior,US$ 19.184,Presencial,03-05-2024
JOB-100773,IA Factory,Lima,Perú,Data Engineer,Java,FastAPI,Senior,USD 24805,Híbrido,2022-07-19
JOB-100774,IA Factory,PUEBLA,México,Fullstack Developer,Kotlin,React,Mid,USD 18031,Presencial,19/11/2024
JOB-100775,BluePixel,Buenos Aires,Argentina,Cloud Architect,R,Django,Mid,$15573,Presencial,2024/08/21
JOB-100776,RocketSoft,Cusco,Perú,Data Scientist,C#,Node.js,Mid,"$20,110",Remoto,2022-05-11
JOB-100777,DevOpsLab,Valencia,España,Data Analyst,Swift,Spring,Junior,US$ 31.468,Remoto,2025/09/22
JOB-100778,Orion Cloud,Bucaramanga,Colombia,Cybersecurity Analyst,C#,Laravel,Junior,USD 9492,Presencial,2024/07/01
JOB-100779,IA Factory,CDMX,México,BI Developer,Swift,Spring,Mid,US$ 18.626,Remoto,20-12-2024
JOB-100780,Orion Cloud,New York,USA,Cybersecurity Analyst,Swift,Django,Senior,,Híbrido,2024-08-29
JOB-100781,DevOpsLab,Austin,USA,ML Engineer,Kotlin,Spring,Junior,US$ 76.609,Remoto,2023-02-16
JOB-100782,CodeWorks,MADRID,España,ML Engineer,C#,Angular,Junior,US$ 26.522,Remoto,31-10-2024
JOB-100783,Orion Cloud,Lima,Perú,Data Engineer,Java,FastAPI,Senior,US$ 29.608,Remoto,03/03/2025
JOB-100784,Lambda Solutions,Santiago,Chile,Data Analyst,C#,React,Mid,"$23,375",Presencial,2024-01-12
JOB-100785,BluePixel,Sevilla,España,Cybersecurity Analyst,PHP,Spark,Junior,$27091,Remoto,2023/04/06
JOB-100786,DataNova,Madrid,España,ML Engineer,Scala,Vue,Mid,$29096,Presencial,2024-09-03
JOB-100787,DevOpsLab,Guadalajara,México,Frontend Developer,TypeScript,Angular,Mid,"$18,021",Híbrido,2022/01/08
JOB-100788,DataNova,Valparaíso,Chile,Data Engineer,Scala,Flask,Senior,US$ 29.499,Presencial,12-02-2025
JOB-100789,RocketSoft,Barranquilla,Colombia,ML Engineer,Go,Angular,Senior,$15491,Híbrido,2023-05-24
JOB-100790,SoftSmart,Puebla,México,Cloud Architect,R,Node.js,Senior,$26898,Híbrido,11/10/2024
JOB-100791,Atlas Systems,Santiago,Chile,Data Engineer,Java,Vue,Senior,"$35,174",Híbrido,30-08-2023
JOB-100792,Orion Cloud,Buenos Aires,Argentina,Data Scientist,Java,Angular,Mid,USD 23048,Híbrido,2022/09/19
JOB-100793,GreenBit,Valparaíso,Chile,Fullstack Developer,Swift,FastAPI,Senior,USD 36601,Remoto,2022/01/10
JOB-100794,CloudForge,Lima,Perú,Backend Developer,Swift,Spark,Senior,$23673,Presencial,2022-06-05
JOB-100795,NeoTech,Arequipa,Perú,Data Engineer,PHP,React,Junior,US$ 13.687,Presencial,30/12/2022
JOB-100796,RocketSoft,Barranquilla,Colombia,Data Analyst,Python,Vue,Junior,8869,Presencial,2022/09/21
JOB-100797,Lambda Solutions,Valparaíso,Chile,Cybersecurity Analyst,TypeScript,,Senior,$38393,Híbrido,27-09-2023
JOB-100798,CyberShield,Lima,Perú,ML Engineer,Scala,Laravel,Senior,US$ 25.281,Presencial,2023-12-31
JOB-100799,Atlas Systems,Buenos Aires,Argentina,BI Developer,TypeScript,.NET,Mid,$18767,Híbrido,2023/08/02
JOB-100800,CyberShield,Valencia,España,Cybersecurity Analyst,Python,React,Junior,USD 34252,Híbrido,2023/08/13
JOB-100801,NeoTech,Seattle,USA,Backend Developer,Swift,Django,Senior,$134920,Remoto,2024/11/07
JOB-100802,DevOpsLab,Valparaíso,Chile,Data Analyst,Java,Laravel,Junior,USD 18603,Remoto,2024-04-01
JOB-100803,CyberShield,???,Colombia,Fullstack Developer,C#,Spring,Senior,12988,Remoto,2025/09/26
JOB-100804,NeoTech,Cusco,Perú,DevOps Engineer,Kotlin,React,Mid,USD 19181,Remoto,20/11/2023
JOB-100805,RocketSoft,San Francisco,USA,Data Engineer,Swift,Vue,Mid,USD 98401,Híbrido,11-01-2022
JOB-100806,DevOpsLab,Concepción,Chile,Backend Developer,Swift,Vue,Senior,USD 35269,Presencial,2024-07-25
JOB-100807,CodeWorks,Seattle,USA,MLOps Engineer,R,Flask,Senior,USD 124340,Remoto,2024/10/02
JOB-100808,NeoTech,???,España,Data Engineer,Go,Node.js,Senior,$46548,Híbrido,2024-02-08
JOB-100809,Lambda Solutions,Córdoba,Argentina,Data Engineer,JavaScript,FastAPI,Senior,$27047,Presencial,28-04-2024
JOB-100810,Vertex AI,Medellín,Colombia,ML Engineer,PHP,Spring,Junior,US$ 9.933,Presencial,02-09-2024
JOB-100811,GreenBit,Cali,Colombia,Backend Developer,C#,Node.js,Senior,"$16,477",Presencial,2023/08/25
JOB-100812,QuantumWare,SANTIAGO,Chile,ML Engineer,Python,Spark,Junior,19565,Híbrido,21/07/2025
JOB-100813,CloudForge,CDMX,México,Backend Developer,JavaScript,Spring,Junior,US$ 13.388,Presencial,16/06/2022
JOB-100814,IA Factory,Medellín,Colombia,Data Scientist,Java,Angular,Junior,US$ 10.088,Híbrido,2025/06/26
JOB-100815,DataNova,???,Colombia,Cybersecurity Analyst,Go,Node.js,Senior,"$17,388",Remoto,04/11/2024
JOB-100816,SoftSmart,Madrid,España,Data Engineer,Java,Spring,Junior,US$ 26.969,Remoto,2025-01-07
JOB-100817,CodeWorks,Buenos Aires,Argentina,Cloud Architect,Scala,Node.js,Senior,31193,Híbrido,28/11/2024
JOB-100818,Orion Cloud,Córdoba ,Argentina,Cloud Architect,Python,React,Senior,$31323,Remoto,2023/03/29
JOB-100819,SoftSmart,CDMX,México,MLOps Engineer,Kotlin,React,Senior,$28275,Híbrido,15/07/2024
JOB-100820,RocketSoft,Cartagea,Colombia,MLOps Engineer,Java,Node.js,Junior,$9411,Híbrido,20/09/2025
JOB-100821,DevOpsLab,Guadalajara,México,ML Engineer,TypeScript,Laravel,Senior,$24466,Presencial,2025/09/27
JOB-100822,BluePixel,???,Perú,MLOps Engineer,R,Flask,Mid,"$14,870",Híbrido,2024-12-29
JOB-100823,CloudForge,Valencia,España,Data Analyst,Swift,Laravel,Junior,US$ 33.841,Remoto,26-03-2023
JOB-100824,Vertex AI,Madrid,España,Cybersecurity Analyst,JavaScript,.NET,Mid,$25825,Remoto,25/08/2022
JOB-100825,IA Factory,Miami,USA,Data Analyst,Go,Laravel,Senior,USD 125200,Remoto,28/01/2023
JOB-100826,CloudForge,Santiago,Chile,BI Developer,Kotlin,Node.js,Junior,$18980,Presencial,2025-02-03
JOB-100827,CyberShield,New York,USA,Backend Developer,Swift,Vue,Mid,USD 107201,Presencial,2024/06/13
JOB-100828,QuantumWare,Arequipa,Perú,Data Scientist,TypeScript,.NET,Junior,$14398,Híbrido,2024/11/02
JOB-100829,DataNova,,Chile,DevOps Engineer,Python,React,Junior,$17106,Remoto,2023/09/26
JOB-100830,CyberShield,Santiago,Chile,Data Scientist,Java,Flask,Mid,$19649,Remoto,13/03/2022
JOB-100831,Lambda Solutions,Cartagena,Colombia,Fullstack Developer,JavaScript,Django,Junior,$8550,Remoto,2025/03/08
JOB-100832,Atlas Systems,Córdoba,Argentina,ML Engineer,PHP,Spark,Mid,$20319,Remoto,2025/03/13
JOB-100833,RocketSoft,Sevilla,España,Fullstack Developer,Swift,FastAPI,Senior,$53639,Presencial,01/10/2023
JOB-100834,CodeWorks,Rosario,Argentina,DevOps Engineer,Scala,Node.js,Mid,USD 19407,Híbrido,18/12/2024
JOB-100835,Vertex AI,Valparaíso,Chile,Backend Developer,Kotlin,Node.js,Mid,22433,Remoto,19-04-2025
JOB-100836,CloudForge,New York,USA,ML Engineer,R,Spring,Mid,"$92,005",Remoto,25/04/2025
JOB-100837,Lambda Solutions,Córdoba,Argentina,Data Scientist,Swift,Laravel,Junior,"$18,394",Híbrido,07-12-2024
JOB-100838,Lambda Solutions,Córdoba,Argentina,Data Engineer,JavaScript,React,Mid,16698,Híbrido,2023-04-06
JOB-100839,CyberShield,,Argentina,Cloud Architect,Scala,Laravel,Senior,28141,Presencial,02/01/2024
JOB-100840,CodeWorks,SAN FRANCISCO,USA,DevOps Engineer,C#,Angular,Mid,US$ 118.064,Híbrido,2023/11/20
JOB-100841,NeoTech,Medellín,Colombia,Data Analyst,Go,Spark,Mid,"$12,997",Remoto,16-09-2024
JOB-100842,CyberShield,Cusco,Perú,Cloud Architect,C#,.NET,Senior,23476,Híbrido,2022-10-02
JOB-100843,RocketSoft,Valencia,España,Data Scientist,JavaScript,FastAPI,Junior,USD 33414,Presencial,13/08/2024
JOB-100844,Lambda Solutions,Medellín,Colombia,MLOps Engineer,Python,Django,Mid,10646,Híbrido,2022-02-19
JOB-100845,SoftSmart,New York,USA,BI Developer,TypeScript,FastAPI,Mid,95100,Remoto,2025-01-05
JOB-100846,NeoTech,???,México,Data Engineer,Python,Laravel,Mid,US$ 22.195,Híbrido,13-07-2024
JOB-100847,CyberShield,Miami,USA,Frontend Developer,Kotlin,Angular,Mid,"$121,991",Híbrido,13-07-2024
JOB-100848,Lambda Solutions,barcelona,España,Data Scientist,R,Angular,Senior,"$39,565",Presencial,19/07/2023
JOB-100849,CloudForge,Lima,Perú,Data Engineer,PHP,Spark,Senior,27846,Híbrido,16-07-2023
JOB-100850,DevOpsLab,Bucaramanga,Colombia,Cybersecurity Analyst,Swift,Angular,Junior,US$ 12.406,Híbrido,2024-07-06
JOB-100851,DataNova,Guadalajara,México,Backend Developer,Swift,Angular,Senior,USD 23138,Remoto,2024-09-24
JOB-100852,CloudForge,???,USA,DevOps Engineer,Scala,Vue,Senior,US$ 138.166,Remoto,28-10-2025
JOB-100853,CyberShield,Cusco,Perú,Fullstack Developer,Go,.NET,Senior,USD 30897,Presencial,2022/04/29
JOB-100854,CodeWorks,Valencia,España,Data Engineer,PHP,Laravel,Senior,"$49,269",Híbrido,01-12-2022
JOB-100855,Atlas Systems,sevilla,España,Frontend Developer,R,.NET,Senior,USD 56807,Presencial,12/07/2022
JOB-100856,DataNova,Lima,Perú,Frontend Developer,R,Spark,Senior,US$ 24.976,Presencial,2024/07/29
JOB-100857,NeoTech,Guadalajara,México,Data Engineer,PHP,Spark,Junior,USD 10241,Presencial,2023/10/23
JOB-100858,Atlas Systems,Sevilla,España,BI Developer,Scala,Flask,Mid,"$39,972",Híbrido,2023-12-22
JOB-100859,DataNova,Rosario,Argentina,Cloud Architect,JavaScript,FastAPI,Senior,27226,Remoto,17-04-2023
JOB-100860,Lambda Solutions,Valparaíso,Chile,Data Scientist,Go,Angular,Mid,USD 28480,Presencial,2022/04/04
JOB-100861,IA Factory,Buenos Aires,Argentina,DevOps Engineer,JavaScript,Node.js,Junior,21024,Presencial,2025-10-13
JOB-100862,DataNova,Guadalajara,México,Data Analyst,R,Angular,Mid,USD 19846,Híbrido,2025-10-29
JOB-100863,DevOpsLab,San Francisco,USA,Cloud Architect,TypeScript,Spring,Junior,71811,Presencial,2022-03-27
JOB-100864,BluePixel,New York,USA,Data Scientist,Java,Angular,Mid,"$101,414",Presencial,2025/06/24
JOB-100865,Lambda Solutions,Puebla,México,Backend Developer,R,Node.js,Junior,"$14,835",Híbrido,05-11-2022
JOB-100866,CyberShield,Arequipa,Perú,DevOps Engineer,Go,.NET,Senior,US$ 29.066,Presencial,24-12-2024
JOB-100867,Lambda Solutions,CDMX,México,Cybersecurity Analyst,Go,Node.js,Junior,11292,Remoto,2024-01-07
JOB-100868,Lambda Solutions,Cusco,Perú,Cloud Architect,Java,Spring,Senior,USD 20791,Híbrido,2024/10/09
JOB-100869,RocketSoft,Lima,Perú,MLOps Engineer,Kotlin,Node.js,Senior,$17469,Remoto,08-08-2022
JOB-100870,GreenBit,Miami,USA,BI Developer,TypeScript,Django,Senior,145111,Remoto,11-01-2024
JOB-100871,Orion Cloud,Cusco,Perú,DevOps Engineer,TypeScript,Flask,Junior,USD 14358,Presencial,19-10-2024
JOB-100872,Vertex AI,Barcelona,España,Cloud Architect,Kotlin,.NET,Mid,34351,Remoto,26-03-2022
JOB-100873,Lambda Solutions,Seattle,USA,Frontend Developer,TypeScript,Spark,Junior,"$67,732",Híbrido,2023-04-16
JOB-100874,DataNova,Cusco,Perú,Cybersecurity Analyst,Java,Spark,Junior,"$13,164",Híbrido,04/07/2024
JOB-100875,GreenBit,Buenos Aires,Argentina,Frontend Developer,PHP,Node.js,Junior,$13773,Remoto,2022/06/13
JOB-100876,DevOpsLab,Cartagena,Colombia,DevOps Engineer,Kotlin,React,Mid,$11421,Presencial,04/08/2025
JOB-100877,Vertex AI,???,Colombia,Data Engineer,TypeScript,Angular,Junior,$8888,Híbrido,2025/05/17
JOB-100878,SoftSmart,Cartagena,Colombia,Data Engineer,Scala,.NET,Junior,US$ 11.601,Presencial,28-01-2025
JOB-100879,GreenBit,Puebla,México,BI Developer,TypeScript,.NET,Mid,$18872,Presencial,23-11-2022
JOB-100880,DevOpsLab,New York,USA,Cloud Architect,C#,Angular,Junior,USD 66668,Híbrido,2023/07/03
JOB-100881,IA Factory,Bucaramanga,Colombia,Cloud Architect,Go,Flask,Mid,USD 10949,Híbrido,31-03-2022
JOB-100882,CyberShield,New York,USA,ML Engineer,Python,Node.js,Senior,USD 156918,Presencial,21/07/2022
JOB-100883,CodeWorks,Rosario,Argentina,Data Analyst,PHP,Django,Senior,USD 29900,Híbrido,09-09-2023
JOB-100884,Vertex AI,CDMX,México,Fullstack Developer,PHP,.NET,Mid,"$18,796",Presencial,04/09/2024
JOB-100885,NeoTech,Guadalajara,México,Data Analyst,TypeScript,FastAPI,Senior,$27924,Híbrido,2023/04/18
JOB-100886,Atlas Systems,Rosario,Argentina,DevOps Engineer,Kotlin,React,Senior,$34661,Híbrido,16/12/2024
JOB-100887,BluePixel,Puebla,México,Cybersecurity Analyst,Kotlin,Laravel,Junior,"$11,770",Presencial,23-06-2023
JOB-100888,CodeWorks,Cartagena,Colombia,Data Engineer,C#,FastAPI,Mid,$10657,Remoto,2025-05-05
JOB-100889,RocketSoft,San Francisco,USA,Cloud Architect,R,Flask,Senior,USD 98274,Híbrido,2022/07/28
JOB-100890,CodeWorks,Guadalajara,México,Cybersecurity Analyst,Scala,Laravel,Junior,15468,Remoto,2022-09-12
JOB-100891,CodeWorks,Sevilla,España,Data Analyst,PHP,Spring,Senior,$50177,Remoto,07/10/2022
JOB-100892,Lambda Solutions,Cartagena,Colombia,Cloud Architect,PHP,FastAPI,Senior,US$ 15.106,Remoto,2022-04-27
JOB-100893,QuantumWare,Valencia,España,ML Engineer,Kotlin,Spring,Junior,$26924,Remoto,24-08-2025
JOB-100894,DevOpsLab,Arequipa ,Perú,BI Developer,Swift,Flask,Mid,"$19,866",Remoto,2024-02-17
JOB-100895,CodeWorks,???,México,Frontend Developer,C#,Vue,Junior,USD 14093,Remoto,22-06-2022
JOB-100896,Vertex AI,Valparaíso,Chile,Frontend Developer,Go,Spring,Mid,"$23,010",Remoto,2022-10-01
JOB-100897,GreenBit,Barranquilla,Colombia,Data Analyst,PHP,Vue,Mid,$14259,Presencial,2024-07-06
JOB-100898,QuantumWare,Cali,Colombia,ML Engineer,C#,Flask,Mid,"$10,117",Híbrido,20-02-2024
JOB-100899,GreenBit,Valparaíso,Chile,Data Scientist,JavaScript,.NET,Senior,28362,Remoto,2022/02/17
JOB-100900,DevOpsLab,Madrid,España,MLOps Engineer,Go,Spring,Senior,USD 73905,Híbrido,2025/06/23
JOB-100901,Orion Cloud,San Francisco,USA,Data Scientist,Go,FastAPI,Senior,US$ 125.663,Remoto,07-03-2022
JOB-100902,Vertex AI,Cusco,Perú,ML Engineer,R,Django,Mid,USD 16532,Presencial,2022-08-25
JOB-100903,CodeWorks,Puebla,México,Data Engineer,Java,Spark,Mid,USD 16035,Remoto,2025/09/26
JOB-100904,GreenBit,Seattle,USA,Data Engineer,Scala,Flask,Senior,$130268,Remoto,08-12-2022
JOB-100905,RocketSoft,Medellín,Colombia,Cybersecurity Analyst,Java,Node.js,Senior,US$ 18.772,Remoto,16/07/2025
JOB-100906,QuantumWare,Rosario,Argentina,BI Developer,JavaScript,Laravel,Mid,,Híbrido,19-04-2022
JOB-100907,GreenBit,Valencia,España,Data Scientist,Java,Laravel,Mid,$41101,Remoto,2024-05-15
JOB-100908,QuantumWare,Cali,Colombia,Fullstack Developer,C#,Node.js,Junior,USD 9198,Híbrido,2025-03-08
JOB-100909,RocketSoft,Cali,Colombia,ML Engineer,R,Django,Senior,US$ 13.045,Remoto,2022/01/28
JOB-100910,GreenBit,Medellín,Colombia,Data Engineer,PHP,Node.js,Senior,$17513,Remoto,2022/10/25
JOB-100911,DataNova,Santiago,Chile,Fullstack Developer,TypeScript,FastAPI,Junior,USD 24556,Híbrido,12-05-2024
JOB-100912,DevOpsLab,???,España,Data Engineer,Scala,Laravel,Junior,35275,Remoto,2023/06/29
JOB-100913,CloudForge,Seattle,USA,Data Engineer,Scala,Spark,Mid,"$92,602",Híbrido,26/09/2022
JOB-100914,DevOpsLab,Cartagena,Colombia,ML Engineer,JavaScript,Angular,Junior,USD 10755,Híbrido,2025-08-06
JOB-100915,DataNova,CARTAGENA,Colombia,ML Engineer,Swift,,Junior,$9044,Presencial,2024-09-19
JOB-100916,SoftSmart,Austin,USA,DevOps Engineer,PHP,FastAPI,Mid,USD 94214,Remoto,2023-06-02
